ID	CHOICE	TAXI_TT	TAXI_COST	TRANSIT_TT	VISITOR	TRANSIT_COST	FREE_COST	av1	av2	av3	av4	HYPERP
269	1	40.128275433333336	65.82688167	78.9	0.0	7.75	0	1	1	1	0	1.497918452663584
270	1	34.46666666666667	57.78582513	78.98333333333333	0.0	7.75	0	1	1	1	0	1.1239795985773118
271	1	34.46666666666667	57.78582513	78.98333333333333	0.0	7.75	0	1	1	1	0	1.1239795985773118
272	1	28.382692299999995	50.67282248	40.21666666666667	0.0	7.75	0	1	1	1	0	3.627084287160769
273	1	45.878313483333336	65.14715183	76.16666666666667	0.0	7.75	0	1	1	1	0	1.895023855624601
274	1	44.99548133333334	68.31946108	54.666666666666664	0.0	7.75	0	1	1	1	0	6.2628787467485925
275	1	44.99548133333334	68.31946108	54.666666666666664	0.0	7.75	0	1	1	1	0	6.2628787467485925
276	1	44.99548133333334	68.31946108	54.666666666666664	1.0	7.75	0	1	1	1	0	6.2628787467485925
277	1	39.65392156666667	68.62897643	83.61666666666666	0.0	7.75	0	1	1	1	0	1.3847856017981008
278	1	39.65392156666667	68.62897643	83.61666666666666	0.0	7.75	0	1	1	1	0	1.3847856017981008
279	1	17.10849673333333	29.05064175	38.31666666666667	1.0	7.75	0	1	1	1	0	1.0043601978368402
280	1	17.10849673333333	29.05064175	38.31666666666667	0.0	7.75	0	1	1	1	0	1.0043601978368402
281	1	19.21568626666667	39.23197631	42.43333333333333	0.0	7.75	0	1	1	1	0	1.355950334657225
282	1	19.21568626666667	39.23197631	42.43333333333333	0.0	7.75	0	1	1	1	0	1.355950334657225
283	1	39.09026793333333	60.05021508	76.71666666666667	1.0	7.75	0	1	1	1	0	1.3899872653416359
284	1	32.78888888333333	77.91209095	93.58333333333333	0.0	7.75	0	1	1	1	0	1.1540872128160389
285	1	32.89311848333333	60.001129799999994	53.96666666666667	1.0	7.75	0	1	1	1	0	2.4794652208271413
286	1	32.89311848333333	60.001129799999994	53.96666666666667	0.0	7.75	0	1	1	1	0	2.4794652208271413
287	1	32.89311848333333	60.001129799999994	53.96666666666667	1.0	7.75	0	1	1	1	0	2.4794652208271413
288	1	32.89311848333333	60.001129799999994	53.96666666666667	1.0	7.75	0	1	1	1	0	2.4794652208271413
289	1	32.89311848333333	60.001129799999994	53.96666666666667	1.0	7.75	0	1	1	1	0	2.4794652208271413
290	1	32.89311848333333	60.001129799999994	53.96666666666667	1.0	7.75	0	1	1	1	0	2.4794652208271413
291	1	49.14598841666667	67.33464159	78.6	0.0	7.75	0	1	1	1	0	2.022972029511804
292	1	34.8809834	55.11776935	70.41666666666667	0.0	7.75	0	1	1	1	0	1.3329635171087906
293	1	38.735185183333336	72.82606917	70.81666666666666	0.0	7.75	0	1	1	1	0	2.028462095923086
294	1	29.14728225	51.41066824	55.21666666666667	0.0	7.75	0	1	1	1	0	1.6747870813584258
295	1	29.14728225	51.41066824	55.21666666666667	0.0	7.75	0	1	1	1	0	1.6747870813584258
296	1	7.91004902	14.63331409	51.483333333333334	0.0	7.75	0	1	1	1	0	0.15797097231648707
297	1	7.91004902	14.63331409	51.483333333333334	0.0	7.75	0	1	1	1	0	0.15797097231648707
298	1	7.91004902	14.63331409	51.483333333333334	1.0	7.75	0	1	1	1	0	0.15797097231648707
299	1	7.91004902	14.63331409	51.483333333333334	1.0	7.75	0	1	1	1	0	0.15797097231648707
300	1	29.227777783333337	63.63739365	97.66666666666667	1.0	7.75	0	1	1	1	0	0.8166028783031579
301	1	41.98255793333333	68.26557765	66.68333333333334	0.0	7.75	0	1	1	1	0	2.4499464761741847
302	1	41.98255793333333	68.26557765	66.68333333333334	0.0	7.75	0	1	1	1	0	2.4499464761741847
303	1	41.98255793333333	68.26557765	66.68333333333334	0.0	7.75	0	1	1	1	0	2.4499464761741847
304	1	41.98255793333333	68.26557765	66.68333333333334	0.0	7.75	0	1	1	1	0	2.4499464761741847
305	1	41.98255793333333	68.26557765	66.68333333333334	1.0	7.75	0	1	1	1	0	2.4499464761741847
306	1	24.25	52.04316727	82.9	0.0	7.75	0	1	1	1	0	0.7552117181585677
307	1	37.19809793333334	54.92187102	51.083333333333336	1.0	7.75	0	1	1	1	0	3.397268368961177
308	1	31.6650828	53.96259508	64.21666666666667	0.0	7.75	0	1	1	1	0	1.4196727037704122
309	1	14.438709676666667	33.72320494	42.666666666666664	0.0	7.75	0	1	1	1	0	0.9201234417779948
310	1	37.24702381666667	68.79214545	89.01666666666667	1.0	7.75	0	1	1	1	0	1.1791108087584579
311	1	31.256697816666666	68.45862449	82.73333333333333	0.0	7.75	0	1	1	1	0	1.179343286146669
312	1	31.256697816666666	68.45862449	82.73333333333333	1.0	7.75	0	1	1	1	0	1.179343286146669
313	1	37.96486885	68.01877277	67.43333333333334	1.0	7.75	0	1	1	1	0	2.045195561651561
314	1	18.298900616666668	44.50074113	40.56666666666667	0.0	7.75	0	1	1	1	0	1.6504009000040665
315	1	27.46527778333333	42.82409193	71.71666666666667	1.0	7.75	0	1	1	1	0	0.7926099680728929
316	1	27.483625733333334	51.19727193	59.983333333333334	1.0	7.75	0	1	1	1	0	1.3368511638547789
317	1	27.483625733333334	51.19727193	59.983333333333334	0.0	7.75	0	1	1	1	0	1.3368511638547789
318	1	28.79375	51.49745749	90.65	0.0	7.75	0	1	1	1	0	0.7072439323431343
319	1	28.79375	51.49745749	90.65	1.0	7.75	0	1	1	1	0	0.7072439323431343
320	1	28.79375	51.49745749	90.65	1.0	7.75	0	1	1	1	0	0.7072439323431343
321	1	22.04453125	36.76478031	53.083333333333336	0.0	7.75	0	1	1	1	0	0.9347905963671143
322	1	27.616666666666667	61.73806586	98.68333333333334	1.0	7.75	0	1	1	1	0	0.7596819773921201
323	1	42.60542488333333	68.48165068	76.6	0.0	7.75	0	1	1	1	0	1.7865100673143826
324	1	42.60542488333333	68.48165068	76.6	0.0	7.75	0	1	1	1	0	1.7865100673143826
325	1	42.60542488333333	68.48165068	76.6	1.0	7.75	0	1	1	1	0	1.7865100673143826
326	1	42.60542488333333	68.48165068	76.6	1.0	7.75	0	1	1	1	0	1.7865100673143826
327	1	42.60542488333333	68.48165068	76.6	1.0	7.75	0	1	1	1	0	1.7865100673143826
328	1	39.11666666666667	68.25254165	63.85	0.0	7.75	0	1	1	1	0	2.446194406334232
329	1	26.10185185	49.48759994	73.55	0.0	7.75	0	1	1	1	0	0.8796465524440074
330	1	26.10185185	49.48759994	73.55	1.0	7.75	0	1	1	1	0	0.8796465524440074
331	1	37.34444445	71.13954012	88.0	0.0	7.75	0	1	1	1	0	1.2513837708764406
332	1	30.5	70.57648261	90.55	1.0	7.75	0	1	1	1	0	1.0462361800166529
333	1	22.669047616666667	42.85213151	93.11666666666666	0.0	7.75	0	1	1	1	0	0.49827278740373565
334	1	22.669047616666667	42.85213151	93.11666666666666	0.0	7.75	0	1	1	1	0	0.49827278740373565
335	1	38.9045977	68.50849737	79.63333333333334	1.0	7.75	0	1	1	1	0	1.4917845208107525
336	1	34.49166666666667	55.31445207	95.38333333333334	0.0	7.75	0	1	1	1	0	0.781132372847954
337	1	34.49166666666667	55.31445207	95.38333333333334	1.0	7.75	0	1	1	1	0	0.781132372847954
338	1	42.13125	72.26565513	73.55	0.0	7.75	0	1	1	1	0	2.0534125364630995
339	1	38.975	80.09294749	97.08333333333333	1.0	7.75	0	1	1	1	0	1.2449668290262441
340	1	38.975	80.09294749	97.08333333333333	1.0	7.75	0	1	1	1	0	1.2449668290262441
341	1	16.865503883333336	37.51617299	39.6	0.0	7.75	0	1	1	1	0	1.3092954793125329
342	1	29.6625	54.42228349	106.51666666666667	0.0	7.75	0	1	1	1	0	0.6072837103605314
343	1	29.6625	54.42228349	106.51666666666667	0.0	7.75	0	1	1	1	0	0.6072837103605314
344	1	13.972222221666666	30.76301617	37.166666666666664	1.0	7.75	0	1	1	1	0	0.992177942634918
345	1	48.7519208	65.55642085	76.06666666666666	0.0	7.75	0	1	1	1	0	2.1163082070092996
346	1	30.701909716666663	52.62344859	58.46666666666667	0.0	7.75	0	1	1	1	0	1.6162017434840175
347	1	32.387248316666664	48.52372522	62.28333333333333	1.0	7.75	0	1	1	1	0	1.363848316502619
348	1	31.216666666666665	67.20606797	85.96666666666667	1.0	7.75	0	1	1	1	0	1.0859555793607307
349	3	47.87902275	66.69592392	58.083333333333336	1.0	7.75	0	1	1	1	0	5.776570934275183
350	3	35.05629031666667	68.52328677	72.21666666666667	0.0	7.75	0	1	1	1	0	1.6354324885625116
351	3	48.20560496666667	67.06555236	74.53333333333333	0.0	7.75	0	1	1	1	0	2.2529688674203645
352	3	26.372756516666666	42.94517164	65.53333333333333	1.0	7.75	0	1	1	1	0	0.8987398680251565
353	3	40.96838366666667	66.60847718	53.68333333333333	1.0	7.75	0	1	1	1	0	4.629076694994914
354	3	40.96838366666667	66.60847718	53.68333333333333	1.0	7.75	0	1	1	1	0	4.629076694994914
355	3	40.96838366666667	66.60847718	53.68333333333333	1.0	7.75	0	1	1	1	0	4.629076694994914
356	3	46.912685016666664	68.04205471	65.05	1.0	7.75	0	1	1	1	0	3.3241995722852766
357	3	29.3475862	68.65013682	96.0	0.0	7.75	0	1	1	1	0	0.9136973944070425
358	3	46.380616383333326	68.28061554	50.016666666666666	1.0	7.75	0	1	1	1	0	16.647353810659823
359	3	47.26057888333333	63.6171793	72.18333333333334	0.0	7.75	0	1	1	1	0	2.2416133582698756
360	3	49.67816233333333	66.30087139	72.33333333333333	1.0	7.75	0	1	1	1	0	2.5844374068065967
361	3	47.87902275	66.69592392	58.083333333333336	1.0	7.75	0	1	1	1	0	5.776570934275183
362	3	42.803859966666664	66.83415588	70.38333333333334	0.0	7.75	0	1	1	1	0	2.142323571392439
363	3	33.837861966666665	68.44091579	73.08333333333333	0.0	7.75	0	1	1	1	0	1.5464437978835983
364	3	46.380616383333326	68.28061554	50.016666666666666	1.0	7.75	0	1	1	1	0	16.647353810659823
365	3	34.49166666666667	55.31445207	95.38333333333334	1.0	7.75	0	1	1	1	0	0.781132372847954
366	4	47.87902275	66.69592392	58.083333333333336	1.0	7.75	0	1	1	1	1	5.776570934275183
367	4	47.87902275	66.69592392	58.083333333333336	1.0	7.75	0	1	1	1	1	5.776570934275183
368	4	9.9796875	44.23811717	31.466666666666665	1.0	7.75	0	1	1	1	1	1.698150162802085
369	4	36.454166666666666	69.68431403	97.66666666666667	0.0	7.75	0	1	1	1	1	1.0117919384112721
370	4	36.454166666666666	69.68431403	97.66666666666667	0.0	7.75	0	1	1	1	1	1.0117919384112721
371	4	36.454166666666666	69.68431403	97.66666666666667	1.0	7.75	0	1	1	1	1	1.0117919384112721
372	4	35.05629031666667	68.52328677	72.21666666666667	1.0	7.75	0	1	1	1	1	1.6354324885625116
373	4	28.719047616666668	46.05232605	64.05	1.0	7.75	0	1	1	1	1	1.0841011483196914
374	4	28.719047616666668	46.05232605	64.05	0.0	7.75	0	1	1	1	1	1.0841011483196914
375	4	47.491121750000005	67.82537809	60.833333333333336	0.0	7.75	0	1	1	1	1	4.50265517937403
376	4	47.491121750000005	67.82537809	60.833333333333336	0.0	7.75	0	1	1	1	1	4.50265517937403
377	4	40.18786431666667	68.17891774	62.233333333333334	1.0	7.75	0	1	1	1	1	2.7411037476369837
378	4	40.18786431666667	68.17891774	62.233333333333334	1.0	7.75	0	1	1	1	1	2.7411037476369837
379	4	48.20560496666667	67.06555236	74.53333333333333	1.0	7.75	0	1	1	1	1	2.2529688674203645
380	4	48.20560496666667	67.06555236	74.53333333333333	0.0	7.75	0	1	1	1	1	2.2529688674203645
381	4	16.152380951666668	27.70877356	38.61666666666667	0.0	7.75	0	1	1	1	1	0.888466867507521
382	4	16.152380951666668	27.70877356	38.61666666666667	0.0	7.75	0	1	1	1	1	0.888466867507521
383	4	16.152380951666668	27.70877356	38.61666666666667	1.0	7.75	0	1	1	1	1	0.888466867507521
384	4	16.152380951666668	27.70877356	38.61666666666667	0.0	7.75	0	1	1	1	1	0.888466867507521
385	4	16.152380951666668	27.70877356	38.61666666666667	1.0	7.75	0	1	1	1	1	0.888466867507521
386	4	16.152380951666668	27.70877356	38.61666666666667	1.0	7.75	0	1	1	1	1	0.888466867507521
387	4	45.33499255	63.90547715	72.51666666666667	0.0	7.75	0	1	1	1	1	2.065931513599003
388	4	45.33499255	63.90547715	72.51666666666667	1.0	7.75	0	1	1	1	1	2.065931513599003
389	4	26.372756516666666	42.94517164	65.53333333333333	0.0	7.75	0	1	1	1	1	0.8987398680251565
390	4	26.372756516666666	42.94517164	65.53333333333333	1.0	7.75	0	1	1	1	1	0.8987398680251565
391	4	40.96838366666667	66.60847718	53.68333333333333	1.0	7.75	0	1	1	1	1	4.629076694994914
392	4	40.96838366666667	66.60847718	53.68333333333333	0.0	7.75	0	1	1	1	1	4.629076694994914
393	4	37.90719008333334	68.39660218	66.83333333333333	0.0	7.75	0	1	1	1	1	2.096601736908014
394	4	37.90719008333334	68.39660218	66.83333333333333	1.0	7.75	0	1	1	1	1	2.096601736908014
395	4	37.90719008333334	68.39660218	66.83333333333333	1.0	7.75	0	1	1	1	1	2.096601736908014
396	4	37.90719008333334	68.39660218	66.83333333333333	1.0	7.75	0	1	1	1	1	2.096601736908014
397	4	37.90719008333334	68.39660218	66.83333333333333	1.0	7.75	0	1	1	1	1	2.096601736908014
398	4	37.90719008333334	68.39660218	66.83333333333333	1.0	7.75	0	1	1	1	1	2.096601736908014
399	4	43.825363483333334	63.99179805	65.73333333333333	1.0	7.75	0	1	1	1	1	2.567184382445186
400	4	11.388888888333332	37.18657779	35.15	0.0	7.75	0	1	1	1	1	1.2388552728726012
401	4	37.60855563333333	60.25857119	55.13333333333333	0.0	7.75	0	1	1	1	1	2.9962474896329208
402	4	37.60855563333333	60.25857119	55.13333333333333	0.0	7.75	0	1	1	1	1	2.9962474896329208
403	4	37.60855563333333	60.25857119	55.13333333333333	1.0	7.75	0	1	1	1	1	2.9962474896329208
404	4	42.803859966666664	66.83415588	70.38333333333334	1.0	7.75	0	1	1	1	1	2.142323571392439
405	4	25.599282300000002	48.3684003	73.21666666666667	1.0	7.75	0	1	1	1	1	0.853016200705763
406	4	25.599282300000002	48.3684003	73.21666666666667	1.0	7.75	0	1	1	1	1	0.853016200705763
407	4	29.508333333333333	65.62197309	92.75	1.0	7.75	0	1	1	1	1	0.9150924721043615
408	4	38.30416666666667	77.86252603	101.33333333333333	0.0	7.75	0	1	1	1	1	1.1123822467905071
409	4	38.30416666666667	77.86252603	101.33333333333333	0.0	7.75	0	1	1	1	1	1.1123822467905071
410	4	38.30416666666667	77.86252603	101.33333333333333	0.0	7.75	0	1	1	1	1	1.1123822467905071
411	4	33.837861966666665	68.44091579	73.08333333333333	0.0	7.75	0	1	1	1	1	1.5464437978835983
412	4	33.837861966666665	68.44091579	73.08333333333333	1.0	7.75	0	1	1	1	1	1.5464437978835983
413	4	33.837861966666665	68.44091579	73.08333333333333	1.0	7.75	0	1	1	1	1	1.5464437978835983
414	4	33.837861966666665	68.44091579	73.08333333333333	1.0	7.75	0	1	1	1	1	1.5464437978835983
415	4	46.912685016666664	68.04205471	65.05	1.0	7.75	0	1	1	1	1	3.3241995722852766
416	4	46.912685016666664	68.04205471	65.05	0.0	7.75	0	1	1	1	1	3.3241995722852766
417	4	38.70357143333333	68.93829116	81.0	1.0	7.75	0	1	1	1	1	1.4466538484107805
418	4	29.3475862	68.65013682	96.0	0.0	7.75	0	1	1	1	1	0.9136973944070425
419	4	29.3475862	68.65013682	96.0	0.0	7.75	0	1	1	1	1	0.9136973944070425
420	4	39.87602955	68.49460435	74.75	1.0	7.75	0	1	1	1	1	1.7418321907765453
421	4	39.87602955	68.49460435	74.75	0.0	7.75	0	1	1	1	1	1.7418321907765453
422	4	39.87602955	68.49460435	74.75	1.0	7.75	0	1	1	1	1	1.7418321907765453
423	4	39.87602955	68.49460435	74.75	1.0	7.75	0	1	1	1	1	1.7418321907765453
424	4	28.771428566666668	44.53693126	43.25	0.0	7.75	0	1	1	1	1	2.540784595316302
425	4	28.771428566666668	44.53693126	43.25	1.0	7.75	0	1	1	1	1	2.540784595316302
426	4	37.28069836666667	68.68188962	77.38333333333334	0.0	7.75	0	1	1	1	1	1.519398654742927
427	4	37.28069836666667	68.68188962	77.38333333333334	0.0	7.75	0	1	1	1	1	1.519398654742927
428	4	37.28069836666667	68.68188962	77.38333333333334	1.0	7.75	0	1	1	1	1	1.519398654742927
429	4	46.380616383333326	68.28061554	50.016666666666666	0.0	7.75	0	1	1	1	1	16.647353810659823
430	4	46.380616383333326	68.28061554	50.016666666666666	0.0	7.75	0	1	1	1	1	16.647353810659823
431	4	46.380616383333326	68.28061554	50.016666666666666	1.0	7.75	0	1	1	1	1	16.647353810659823
432	4	46.380616383333326	68.28061554	50.016666666666666	1.0	7.75	0	1	1	1	1	16.647353810659823
433	4	46.380616383333326	68.28061554	50.016666666666666	1.0	7.75	0	1	1	1	1	16.647353810659823
434	4	38.82397003333333	64.11250404	77.08333333333333	0.0	7.75	0	1	1	1	1	1.473168897193854
435	4	38.82397003333333	64.11250404	77.08333333333333	0.0	7.75	0	1	1	1	1	1.473168897193854
436	4	38.82397003333333	64.11250404	77.08333333333333	0.0	7.75	0	1	1	1	1	1.473168897193854
437	4	14.266666666666667	35.09196422	69.71666666666667	0.0	7.75	0	1	1	1	1	0.49309223119927864
438	4	45.63542676666667	64.62069762	70.65	1.0	7.75	0	1	1	1	1	2.273502613437217
439	4	33.58475176666666	52.9011677	66.5	1.0	7.75	0	1	1	1	1	1.371740154591188
440	4	33.58475176666666	52.9011677	66.5	0.0	7.75	0	1	1	1	1	1.371740154591188
441	4	32.313756616666666	47.06751005	75.93333333333334	0.0	7.75	0	1	1	1	1	0.9013730304030464
442	4	32.313756616666666	47.06751005	75.93333333333334	0.0	7.75	0	1	1	1	1	0.9013730304030464
443	4	32.313756616666666	47.06751005	75.93333333333334	1.0	7.75	0	1	1	1	1	0.9013730304030464
444	4	47.26057888333333	63.6171793	72.18333333333334	1.0	7.75	0	1	1	1	1	2.2416133582698756
445	4	47.26057888333333	63.6171793	72.18333333333334	1.0	7.75	0	1	1	1	1	2.2416133582698756
446	4	47.26057888333333	63.6171793	72.18333333333334	1.0	7.75	0	1	1	1	1	2.2416133582698756
447	4	47.26057888333333	63.6171793	72.18333333333334	0.0	7.75	0	1	1	1	1	2.2416133582698756
448	4	28.172507116666665	44.50614743	60.3	0.0	7.75	0	1	1	1	1	1.1440714519329287
449	4	28.172507116666665	44.50614743	60.3	1.0	7.75	0	1	1	1	1	1.1440714519329287
450	4	23.012365583333334	37.59233862	50.53333333333333	0.0	7.75	0	1	1	1	1	1.0843491730046448
451	4	28.25	68.79214545	100.61666666666666	1.0	7.75	0	1	1	1	1	0.8435119131736528
452	4	20.372463766666666	54.88827995	54.233333333333334	0.0	7.75	0	1	1	1	1	1.392116639449918
453	4	49.67816233333333	66.30087139	72.33333333333333	0.0	7.75	0	1	1	1	1	2.5844374068065967
454	4	38.809999999999995	72.99604381	99.76666666666667	0.0	7.75	0	1	1	1	1	1.0703676460327007
455	4	39.77901538333333	63.26119903	72.58333333333333	0.0	7.75	0	1	1	1	1	1.6921918362884298
456	4	39.77901538333333	63.26119903	72.58333333333333	0.0	7.75	0	1	1	1	1	1.6921918362884298
457	4	32.3890625	68.12933854	83.83333333333333	1.0	7.75	0	1	1	1	1	1.173684407649864
458	4	32.3890625	68.12933854	83.83333333333333	1.0	7.75	0	1	1	1	1	1.173684407649864
459	4	16.58888888833333	33.01023753	71.28333333333333	0.0	7.75	0	1	1	1	1	0.4618428395483814
460	4	16.58888888833333	33.01023753	71.28333333333333	0.0	7.75	0	1	1	1	1	0.4618428395483814
461	4	16.58888888833333	33.01023753	71.28333333333333	0.0	7.75	0	1	1	1	1	0.4618428395483814
462	4	16.58888888833333	33.01023753	71.28333333333333	0.0	7.75	0	1	1	1	1	0.4618428395483814
463	4	37.00666666666667	63.71749056	52.983333333333334	1.0	7.75	0	1	1	1	1	3.5030768136866266
464	4	37.00666666666667	63.71749056	52.983333333333334	0.0	7.75	0	1	1	1	1	3.5030768136866266
465	4	25.855555550000002	40.04845634	67.31666666666666	0.0	7.75	0	1	1	1	1	0.7790060485623738
466	4	25.855555550000002	40.04845634	67.31666666666666	0.0	7.75	0	1	1	1	1	0.7790060485623738
467	4	25.855555550000002	40.04845634	67.31666666666666	1.0	7.75	0	1	1	1	1	0.7790060485623738
468	4	25.855555550000002	40.04845634	67.31666666666666	0.0	7.75	0	1	1	1	1	0.7790060485623738
469	4	25.855555550000002	40.04845634	67.31666666666666	1.0	7.75	0	1	1	1	1	0.7790060485623738
470	4	25.855555550000002	40.04845634	67.31666666666666	1.0	7.75	0	1	1	1	1	0.7790060485623738
471	4	36.641666666666666	68.89495726	78.7	0.0	7.75	0	1	1	1	1	1.4538131308103823
472	4	36.641666666666666	68.89495726	78.7	0.0	7.75	0	1	1	1	1	1.4538131308103823
473	4	36.641666666666666	68.89495726	78.7	1.0	7.75	0	1	1	1	1	1.4538131308103823
474	4	36.833021	68.28222352	69.76666666666667	1.0	7.75	0	1	1	1	1	1.8380055500890646
475	4	42.833333333333336	68.24247048	67.88333333333334	1.0	7.75	0	1	1	1	1	2.4148690810379234
476	4	42.833333333333336	68.24247048	67.88333333333334	0.0	7.75	0	1	1	1	1	2.4148690810379234
477	4	25.558333333333334	52.88347112	43.86666666666667	0.0	7.75	0	1	1	1	1	2.4651873165225306
478	4	25.558333333333334	52.88347112	43.86666666666667	0.0	7.75	0	1	1	1	1	2.4651873165225306
479	4	40.128275433333336	65.82688167	78.9	1.0	7.75	0	1	1	1	1	1.497918452663584
480	4	40.128275433333336	65.82688167	78.9	1.0	7.75	0	1	1	1	1	1.497918452663584
481	4	34.46666666666667	57.78582513	78.98333333333333	0.0	7.75	0	1	1	1	1	1.1239795985773118
482	4	34.46666666666667	57.78582513	78.98333333333333	0.0	7.75	0	1	1	1	1	1.1239795985773118
483	4	34.46666666666667	57.78582513	78.98333333333333	0.0	7.75	0	1	1	1	1	1.1239795985773118
484	4	28.382692299999995	50.67282248	40.21666666666667	0.0	7.75	0	1	1	1	1	3.627084287160769
485	4	32.89375	62.35217524	93.36666666666666	0.0	7.75	0	1	1	1	1	0.9029194927205706
486	4	32.89375	62.35217524	93.36666666666666	0.0	7.75	0	1	1	1	1	0.9029194927205706
487	4	29.616666666666667	42.22931287	68.5	1.0	7.75	0	1	1	1	1	0.8867375791684526
488	4	44.99548133333334	68.31946108	54.666666666666664	0.0	7.75	0	1	1	1	1	6.2628787467485925
489	4	44.99548133333334	68.31946108	54.666666666666664	1.0	7.75	0	1	1	1	1	6.2628787467485925
490	4	44.99548133333334	68.31946108	54.666666666666664	1.0	7.75	0	1	1	1	1	6.2628787467485925
491	4	44.99548133333334	68.31946108	54.666666666666664	1.0	7.75	0	1	1	1	1	6.2628787467485925
492	4	22.183333333333334	68.79214545	109.45	0.0	7.75	0	1	1	1	1	0.6994898256302522
493	4	22.183333333333334	68.79214545	109.45	0.0	7.75	0	1	1	1	1	0.6994898256302522
494	4	39.65392156666667	68.62897643	83.61666666666666	0.0	7.75	0	1	1	1	1	1.3847856017981008
495	4	17.10849673333333	29.05064175	38.31666666666667	1.0	7.75	0	1	1	1	1	1.0043601978368402
496	4	17.10849673333333	29.05064175	38.31666666666667	1.0	7.75	0	1	1	1	1	1.0043601978368402
497	4	17.10849673333333	29.05064175	38.31666666666667	0.0	7.75	0	1	1	1	1	1.0043601978368402
498	4	17.10849673333333	29.05064175	38.31666666666667	1.0	7.75	0	1	1	1	1	1.0043601978368402
499	4	19.21568626666667	39.23197631	42.43333333333333	1.0	7.75	0	1	1	1	1	1.355950334657225
500	4	19.21568626666667	39.23197631	42.43333333333333	0.0	7.75	0	1	1	1	1	1.355950334657225
501	4	19.21568626666667	39.23197631	42.43333333333333	0.0	7.75	0	1	1	1	1	1.355950334657225
502	4	19.21568626666667	39.23197631	42.43333333333333	1.0	7.75	0	1	1	1	1	1.355950334657225
503	4	19.21568626666667	39.23197631	42.43333333333333	0.0	7.75	0	1	1	1	1	1.355950334657225
504	4	26.59722221666667	65.31665318	90.98333333333333	0.0	7.75	0	1	1	1	1	0.8940849537517508
505	4	26.59722221666667	65.31665318	90.98333333333333	1.0	7.75	0	1	1	1	1	0.8940849537517508
506	4	26.59722221666667	65.31665318	90.98333333333333	1.0	7.75	0	1	1	1	1	0.8940849537517508
507	4	39.09026793333333	60.05021508	76.71666666666667	1.0	7.75	0	1	1	1	1	1.3899872653416359
508	4	32.78888888333333	77.91209095	93.58333333333333	0.0	7.75	0	1	1	1	1	1.1540872128160389
509	4	32.78888888333333	77.91209095	93.58333333333333	0.0	7.75	0	1	1	1	1	1.1540872128160389
510	4	32.89311848333333	60.001129799999994	53.96666666666667	0.0	7.75	0	1	1	1	1	2.4794652208271413
511	4	32.89311848333333	60.001129799999994	53.96666666666667	1.0	7.75	0	1	1	1	1	2.4794652208271413
512	4	32.89311848333333	60.001129799999994	53.96666666666667	0.0	7.75	0	1	1	1	1	2.4794652208271413
513	4	34.8809834	55.11776935	70.41666666666667	1.0	7.75	0	1	1	1	1	1.3329635171087906
514	4	13.881977911666667	48.47012168	35.266666666666666	1.0	7.75	0	1	1	1	1	1.9041718187494845
515	4	38.735185183333336	72.82606917	70.81666666666666	0.0	7.75	0	1	1	1	1	2.028462095923086
516	4	15.179166666666667	39.79964044	71.61666666666666	0.0	7.75	0	1	1	1	1	0.5678784574086378
517	4	29.14728225	51.41066824	55.21666666666667	1.0	7.75	0	1	1	1	1	1.6747870813584258
518	4	7.91004902	14.63331409	51.483333333333334	0.0	7.75	0	1	1	1	1	0.15797097231648707
519	4	7.91004902	14.63331409	51.483333333333334	1.0	7.75	0	1	1	1	1	0.15797097231648707
520	4	7.91004902	14.63331409	51.483333333333334	1.0	7.75	0	1	1	1	1	0.15797097231648707
521	4	43.9547619	68.48116097	93.76666666666667	0.0	7.75	0	1	1	1	1	1.21920977032463
522	4	31.183333333333334	52.93533586	71.78333333333333	0.0	7.75	0	1	1	1	1	1.1129393068965518
523	4	31.183333333333334	52.93533586	71.78333333333333	0.0	7.75	0	1	1	1	1	1.1129393068965518
524	4	31.183333333333334	52.93533586	71.78333333333333	1.0	7.75	0	1	1	1	1	1.1129393068965518
525	4	31.183333333333334	52.93533586	71.78333333333333	1.0	7.75	0	1	1	1	1	1.1129393068965518
526	4	28.684558816666666	48.72482496	69.83333333333333	0.0	7.75	0	1	1	1	1	0.9957726673829325
527	4	24.25	52.04316727	82.9	0.0	7.75	0	1	1	1	1	0.7552117181585677
528	4	25.006666666666668	45.24225847	48.18333333333333	0.0	7.75	0	1	1	1	1	1.617672593269093
529	4	28.16401515	43.62150139	68.21666666666667	1.0	7.75	0	1	1	1	1	0.8956086558981791
530	4	28.16401515	43.62150139	68.21666666666667	0.0	7.75	0	1	1	1	1	0.8956086558981791
531	4	51.0	100.6128249	127.95	0.0	7.75	0	1	1	1	1	1.2067943456790124
532	4	37.19809793333334	54.92187102	51.083333333333336	1.0	7.75	0	1	1	1	1	3.397268368961177
533	4	31.6650828	53.96259508	64.21666666666667	0.0	7.75	0	1	1	1	1	1.4196727037704122
534	4	14.438709676666667	33.72320494	42.666666666666664	0.0	7.75	0	1	1	1	1	0.9201234417779948
535	4	14.438709676666667	33.72320494	42.666666666666664	1.0	7.75	0	1	1	1	1	0.9201234417779948
536	4	14.438709676666667	33.72320494	42.666666666666664	1.0	7.75	0	1	1	1	1	0.9201234417779948
537	4	20.605128200000003	50.6312533	51.68333333333333	0.0	7.75	0	1	1	1	1	1.3797853870913273
538	4	20.605128200000003	50.6312533	51.68333333333333	0.0	7.75	0	1	1	1	1	1.3797853870913273
