,MAINMODE,ODTravelTimeToAirport,zipcode,taxi_mean_duration,taxi_mean_total_ex_tip,taxi_mean_total_w_inferred_tip,taxi_N,transit_duration,ModeGroup
279,Passenger in Car and Dropped Off at Airport,50,11358.0,29.6166666667,35.5,42.2293128743,1,68.5,other
281,Passenger in Car and Dropped Off at Airport,40,10018.0,44.995481327,57.4326386875,68.3194610796,11032,54.6666666667,other
283,Passenger in Car and Dropped Off at Airport,45,10304.0,22.1833333333,57.83,68.7921454512,1,109.45,other
284,Passenger in Car and Dropped Off at Airport,45,10031.0,39.6539215687,57.692832244,68.6289764348,459,83.6166666667,other
290,Passenger in Car and Dropped Off at Airport,20,11207.0,19.2156862745,32.9802941176,39.2319763093,34,42.4333333333,other
291,Passenger in Car and Dropped Off at Airport,30,11207.0,19.2156862745,32.9802941176,39.2319763093,34,42.4333333333,other
293,Passenger in Car and Dropped Off at Airport,30,11207.0,19.2156862745,32.9802941176,39.2319763093,34,42.4333333333,other
294,Passenger in Car and Dropped Off at Airport,45,11214.0,26.5972222222,54.9083333333,65.3166531757,6,90.9833333333,other
299,Passenger in Car and Dropped Off at Airport,45,10467.0,32.7888888888,65.4966666667,77.9120909546,3,93.5833333333,other
300,Passenger in Car and Dropped Off at Airport,35,10467.0,32.7888888888,65.4966666667,77.9120909546,3,93.5833333333,other
304,Passenger in Car and Dropped Off at Airport,15,11101.0,32.8931184895,50.4398476563,60.001129803,2560,53.9666666667,other
311,Passenger in Car and Dropped Off at Airport,40,11211.0,34.8809833972,46.3346590038,55.117769352,1305,70.4166666667,other
317,Passenger in Car and Dropped Off at Airport,40,11220.0,38.7351851852,61.2211111111,72.8260691724,18,70.8166666667,other
323,Passenger in Car and Dropped Off at Airport,15,11239.0,15.1791666667,33.4575,39.7996404364,4,71.6166666667,other
326,Passenger in Car and Dropped Off at Airport,15,11434.0,7.9100490196,12.3014705882,14.6333140925,68,51.4833333333,other
327,Passenger in Car and Dropped Off at Airport,15,11434.0,7.9100490196,12.3014705882,14.6333140925,68,51.4833333333,other
332,Passenger in Car and Dropped Off at Airport,45,10462.0,43.9547619048,57.5685714286,68.4811609741,7,93.7666666667,other
333,Passenger in Car and Dropped Off at Airport,25,11361.0,31.1833333333,44.5,52.9353358565,1,71.7833333333,other
334,Passenger in Car and Dropped Off at Airport,20,11361.0,31.1833333333,44.5,52.9353358565,1,71.7833333333,other
338,Passenger in Car and Dropped Off at Airport,60,11237.0,28.6845588235,40.9604411765,48.7248249552,68,69.8333333333,other
345,Passenger in Car and Dropped Off at Airport,25,11357.0,24.25,43.75,52.0431672746,2,82.9,other
346,Passenger in Car and Dropped Off at Airport,30,11372.0,25.0066666667,38.0328275862,45.2422584685,145,48.1833333333,other
347,Passenger in Car and Dropped Off at Airport,45,11213.0,28.1640151515,36.6703409091,43.6215013931,88,68.2166666667,other
348,Passenger in Car and Dropped Off at Airport,60,10303.0,51.0,84.58,100.612824871,2,127.95,other
349,Passenger in Car and Dropped Off at Airport,30,11217.0,37.1980979285,46.1699774011,54.9218710161,885,51.0833333333,other
351,Passenger in Car and Dropped Off at Airport,120,11222.0,31.6650827933,45.3635637149,53.9625950763,463,64.2166666667,other
352,Passenger in Car and Dropped Off at Airport,15,11208.0,14.4387096774,28.3493548387,33.7232049371,31,42.6666666667,other
359,Passenger in Car and Dropped Off at Airport,25,11416.0,20.6051282052,42.5630769231,50.6312533036,13,51.6833333333,other
360,Passenger in Car and Dropped Off at Airport,20,11416.0,20.6051282052,42.5630769231,50.6312533036,13,51.6833333333,other
363,Passenger in Car and Dropped Off at Airport,60,11229.0,29.5166666667,44.3333333333,52.7370761716,6,76.7833333333,other
364,Passenger in Car and Dropped Off at Airport,25,11229.0,29.5166666667,44.3333333333,52.7370761716,6,76.7833333333,other
365,Passenger in Car and Dropped Off at Airport,15,10472.0,40.0,58.1916666667,69.2223689674,6,97.2333333333,other
366,Passenger in Car and Dropped Off at Airport,20,10472.0,40.0,58.1916666667,69.2223689674,6,97.2333333333,other
367,Passenger in Car and Dropped Off at Airport,10,11436.0,17.8922155688,37.8450299401,45.0188622557,167,43.8833333333,other
368,Passenger in Car and Dropped Off at Airport,20,11379.0,30.5027777778,47.7022222222,56.7445652682,18,52.3833333333,other
371,Passenger in Car and Dropped Off at Airport,6,11375.0,18.2989006157,37.4094722955,44.5007411276,379,40.5666666667,other
372,Passenger in Car and Dropped Off at Airport,20,11203.0,27.4652777778,36.0,42.8240919288,12,71.7166666667,other
378,Passenger in Car and Dropped Off at Airport,30,11228.0,27.6166666667,51.9,61.7380658641,5,98.6833333333,other
379,Passenger in Car and Dropped Off at Airport,50,10025.0,42.6054248827,57.5689830986,68.4816506796,7100,76.6,other
382,Passenger in Car and Dropped Off at Airport,10,11411.0,12.8708333333,19.875,23.642467419,4,61.1833333333,other
383,Passenger in Car and Dropped Off at Airport,25,11411.0,12.8708333333,19.875,23.642467419,4,61.1833333333,other
387,Passenger in Car and Dropped Off at Airport,60,11210.0,26.1018518518,41.6016666667,49.4875999368,18,73.55,other
388,Passenger in Car and Dropped Off at Airport,40,11210.0,26.1018518518,41.6016666667,49.4875999368,18,73.55,other
390,Passenger in Car and Dropped Off at Airport,65,10453.0,30.5,59.33,70.5764826149,2,90.55,other
391,Passenger in Car and Dropped Off at Airport,30,10453.0,30.5,59.33,70.5764826149,2,90.55,other
395,Passenger in Car and Dropped Off at Airport,30,11360.0,65.8555555555,48.4433333333,57.6261600002,3,89.7333333333,other
396,Passenger in Car and Dropped Off at Airport,20,11234.0,22.669047619,36.0235714286,42.8521315128,14,93.1166666667,other
397,Passenger in Car and Dropped Off at Airport,30,11234.0,22.669047619,36.0235714286,42.8521315128,14,93.1166666667,other
398,Passenger in Car and Dropped Off at Airport,30,11378.0,29.4666116612,55.0511881188,65.4865872442,303,75.3666666667,other
400,Passenger in Car and Dropped Off at Airport,20,11422.0,16.3857142857,21.6664285714,25.7734758031,14,,other
404,Passenger in Car and Dropped Off at Airport,40,11223.0,34.4916666667,46.5,55.3144520747,6,95.3833333333,other
408,Passenger in Car and Dropped Off at Airport,25,11356.0,26.0,36.5,43.4188709834,1,80.2,other
409,Passenger in Car and Dropped Off at Airport,34,11356.0,26.0,36.5,43.4188709834,1,80.2,other
7,E,60,10019.0,47.8790227505,56.0678149397,66.695923923,33816,58.0833333333,transit
17,E,90,10128.0,35.0562903152,57.6039844076,68.5232867705,7183,72.2166666667,transit
18,E,45,10128.0,35.0562903152,57.6039844076,68.5232867705,7183,72.2166666667,transit
31,E,70,10011.0,47.4911217462,57.0172886662,67.8253780938,11179,60.8333333333,transit
34,E,350,10007.0,47.166118907,53.772422452,63.9654211756,2708,63.7833333333,transit
65,E,55,10012.0,45.3349925493,53.7220306052,63.9054771456,5816,72.5166666667,transit
101,E,30,10022.0,40.9683836687,55.9943029876,66.6084771842,18443,53.6833333333,transit
102,E,60,10016.0,37.907190084,57.4974872183,68.3966021754,21124,66.8333333333,transit
105,E,80,10016.0,37.907190084,57.4974872183,68.3966021754,21124,66.8333333333,transit
150,E,80,10035.0,29.3475862068,57.7106206897,68.6501368246,145,96.0,transit
244,E,70,10021.0,39.7414430037,56.8677804584,67.6475293927,6632,68.6166666667,transit
247,E,90,10021.0,39.7414430037,56.8677804584,67.6475293927,6632,68.6166666667,transit
252,E,120,10028.0,36.8330210007,57.4013349991,68.2822235233,5603,69.7666666667,transit
253,E,5,10028.0,36.8330210007,57.4013349991,68.2822235233,5603,69.7666666667,transit
263,E,30,11373.0,25.5583333333,44.4564,52.8834711229,250,43.8666666667,transit
286,E,60,10031.0,39.6539215687,57.692832244,68.6289764348,459,83.6166666667,transit
305,E,30,11101.0,32.8931184895,50.4398476563,60.001129803,2560,53.9666666667,transit
313,E,30,11211.0,34.8809833972,46.3346590038,55.117769352,1305,70.4166666667,transit
394,E,70,10065.0,41.4445101187,55.5648029772,66.097561964,6852,56.4166666667,transit
9,Passenger in Car Parked at Airport,15,11420.0,9.9796875,37.1886979167,44.2381171749,192,31.4666666667,other
302,Passenger in Car Parked at Airport,30,10467.0,32.7888888888,65.4966666667,77.9120909546,3,93.5833333333,other
10,Other (Off-Airport Parking Shuttle/Van),30,10458.0,36.4541666667,58.58,69.6843140331,4,97.6666666667,other
12,Drove Your Own Car,30,10458.0,36.4541666667,58.58,69.6843140331,4,97.6666666667,other
48,Drove Your Own Car,60,10468.0,33.2,57.83,68.7921454512,2,96.25,other
93,Drove Your Own Car,40,10024.0,45.234469073,57.3484379212,68.2192993754,6677,75.1166666667,other
163,Drove Your Own Car,45,10026.0,37.2806983718,57.7373136247,68.6818896219,778,77.3833333333,other
184,Drove Your Own Car,35,11218.0,38.8239700375,53.8960674157,64.1125040448,89,77.0833333333,other
258,Drove Your Own Car,30,11232.0,42.8333333333,57.3679166667,68.242470475,24,67.8833333333,other
260,Drove Your Own Car,40,11232.0,42.8333333333,57.3679166667,68.242470475,24,67.8833333333,other
314,Drove Your Own Car,40,11211.0,34.8809833972,46.3346590038,55.117769352,1305,70.4166666667,other
319,Drove Your Own Car,40,11220.0,38.7351851852,61.2211111111,72.8260691724,18,70.8166666667,other
354,Drove Your Own Car,20,11208.0,14.4387096774,28.3493548387,33.7232049371,31,42.6666666667,other
355,Drove Your Own Car,40,11208.0,14.4387096774,28.3493548387,33.7232049371,31,42.6666666667,other
356,Drove Your Own Car,40,11208.0,14.4387096774,28.3493548387,33.7232049371,31,42.6666666667,other
385,Drove Your Own Car,10,11411.0,12.8708333333,19.875,23.642467419,4,61.1833333333,other
403,Drove Your Own Car,60,11223.0,34.4916666667,46.5,55.3144520747,6,95.3833333333,other
13,"Other (NYC Subway, including Connection to JFK AirTrain)",60,10458.0,36.4541666667,58.58,69.6843140331,4,97.6666666667,transit
214,"Other (NYC Subway, including Connection to JFK AirTrain)",65,10459.0,28.25,57.83,68.7921454512,2,100.616666667,transit
16,A,120,10128.0,35.0562903152,57.6039844076,68.5232867705,7183,72.2166666667,transit
46,A,1,10468.0,33.2,57.83,68.7921454512,2,96.25,transit
106,A,60,10016.0,37.907190084,57.4974872183,68.3966021754,21124,66.8333333333,transit
115,A,90,11201.0,37.6085556357,50.6562653208,60.2585711909,2774,55.1333333333,transit
124,A,45,10003.0,42.803859969,56.1840193965,66.8341558769,12064,70.3833333333,transit
125,A,80,10003.0,42.803859969,56.1840193965,66.8341558769,12064,70.3833333333,transit
134,A,120,10463.0,29.5083333333,55.165,65.6219730904,2,92.75,transit
146,A,90,10033.0,38.7035714285,57.9528571429,68.9382911618,84,81.0,transit
155,A,80,10027.0,39.8760295475,57.5798725762,68.4946043459,1805,74.75,transit
161,A,60,11216.0,28.7714285715,37.4398954704,44.5369312619,287,43.25,transit
167,A,70,11206.0,33.0192214112,43.985620438,52.3234514773,274,64.75,transit
177,A,180,10001.0,46.3806163855,57.3999832539,68.2806155438,15526,50.0166666667,transit
182,A,90,11218.0,38.8239700375,53.8960674157,64.1125040448,89,77.0833333333,transit
191,A,75,10005.0,45.6354267637,54.323279483,64.6206976238,2476,70.65,transit
226,A,100,10002.0,39.7790153822,53.1804193019,63.2611990278,4269,72.5833333333,transit
308,A,75,11249.0,37.7371631205,47.5778085106,56.5965679287,470,75.45,transit
312,A,75,11211.0,34.8809833972,46.3346590038,55.117769352,1305,70.4166666667,transit
315,A,15,11435.0,13.8819779116,40.7463253012,48.4701216795,332,35.2666666667,transit
316,A,120,11220.0,38.7351851852,61.2211111111,72.8260691724,18,70.8166666667,transit
322,A,100,11421.0,17.0466666667,42.93,51.0677296251,5,39.8333333333,transit
29,Sky Park/Central Parking,30,10011.0,47.4911217462,57.0172886662,67.8253780938,11179,60.8333333333,other
33,NYC Airporter Bus from Manhattan,120,10011.0,47.4911217462,57.0172886662,67.8253780938,11179,60.8333333333,other
37,NYC Airporter Bus from Manhattan,80,10017.0,40.1878643112,57.3144911669,68.1789177386,20095,62.2333333333,other
82,NYC Airporter Bus from Manhattan,30,11371.0,26.37275651,36.1017854549,42.9451716421,9639,65.5333333333,other
94,NYC Airporter Bus from Manhattan,60,10024.0,45.234469073,57.3484379212,68.2192993754,6677,75.1166666667,other
145,NYC Airporter Bus from Manhattan,60,10036.0,46.9126850162,57.1994374916,68.0420547061,22453,65.05,other
169,NYC Airporter Bus from Manhattan,45,10001.0,46.3806163855,57.3999832539,68.2806155438,15526,50.0166666667,other
42,Avis,60,10017.0,40.1878643112,57.3144911669,68.1789177386,20095,62.2333333333,other
43,Hotel/Motel Shuttle/Van,60,10017.0,40.1878643112,57.3144911669,68.1789177386,20095,62.2333333333,other
328,Hotel/Motel Shuttle/Van,30,11434.0,7.9100490196,12.3014705882,14.6333140925,68,51.4833333333,other
71,NYC Airporter Bus from JFK/LaGuardia Airports,40,11371.0,26.37275651,36.1017854549,42.9451716421,9639,65.5333333333,other
74,NYC Airporter Bus from JFK/LaGuardia Airports,45,11371.0,26.37275651,36.1017854549,42.9451716421,9639,65.5333333333,other
79,NYC Airporter Bus from JFK/LaGuardia Airports,30,11371.0,26.37275651,36.1017854549,42.9451716421,9639,65.5333333333,other
87,NYC Airporter Bus from JFK/LaGuardia Airports,45,11371.0,26.37275651,36.1017854549,42.9451716421,9639,65.5333333333,other
77,Other (Shared-Ride Van/Service),25,11371.0,26.37275651,36.1017854549,42.9451716421,9639,65.5333333333,other
78,ETS Airport Shuttle,30,11371.0,26.37275651,36.1017854549,42.9451716421,9639,65.5333333333,other
84,Holiday Inn FSP,60,11371.0,26.37275651,36.1017854549,42.9451716421,9639,65.5333333333,other
95,LIRR Connecting to JFK AirTrain,60,10024.0,45.234469073,57.3484379212,68.2192993754,6677,75.1166666667,transit
109,LIRR Connecting to JFK AirTrain,30,10038.0,43.8253634895,53.7945961228,63.9917980455,2476,65.7333333333,transit
172,LIRR Connecting to JFK AirTrain,30,10001.0,46.3806163855,57.3999832539,68.2806155438,15526,50.0166666667,transit
194,LIRR Connecting to JFK AirTrain,60,11226.0,33.584751773,44.4712765957,52.901167698,94,66.5,transit
225,LIRR Connecting to JFK AirTrain,115,10002.0,39.7790153822,53.1804193019,63.2611990278,4269,72.5833333333,transit
342,LIRR Connecting to JFK AirTrain,45,10010.0,41.982557931,57.38734167,68.2655776452,7437,66.6833333333,transit
107,The Parking Spot JFK/LGA,60,10016.0,37.907190084,57.4974872183,68.3966021754,21124,66.8333333333,other
129,Other (Drove Rental Car),90,10003.0,42.803859969,56.1840193965,66.8341558769,12064,70.3833333333,other
339,Other (Drove Rental Car),15,11433.0,14.125,19.625,23.3450778918,4,42.4,other
156,Chartered/Tour Bus,50,10027.0,39.8760295475,57.5798725762,68.4946043459,1805,74.75,other
157,Chartered/Tour Bus,45,10027.0,39.8760295475,57.5798725762,68.4946043459,1805,74.75,other
158,Chartered/Tour Bus,50,10027.0,39.8760295475,57.5798725762,68.4946043459,1805,74.75,other
159,Chartered/Tour Bus,55,10027.0,39.8760295475,57.5798725762,68.4946043459,1805,74.75,other
222,Chartered/Tour Bus,34,10456.0,38.81,61.364,72.9960438089,5,99.7666666667,other
197,Vista Airport Parking,30,11226.0,33.584751773,44.4712765957,52.901167698,94,66.5,other
210,"Public/City Bus (that is, a local bus)",22,11355.0,23.0123655913,31.6019354839,37.5923386192,31,50.5333333333,transit
216,"Public/City Bus (that is, a local bus)",30,11367.0,20.3724637682,46.1417391304,54.8882799522,92,54.2333333333,transit
282,"Public/City Bus (that is, a local bus)",240,10304.0,22.1833333333,57.83,68.7921454512,1,109.45,transit
362,"Public/City Bus (that is, a local bus)",45,11229.0,29.5166666667,44.3333333333,52.7370761716,6,76.7833333333,transit
384,"Public/City Bus (that is, a local bus)",50,11411.0,12.8708333333,19.875,23.642467419,4,61.1833333333,transit
264,All County Express,40,11373.0,25.5583333333,44.4564,52.8834711229,250,43.8666666667,other
266,Budget,30,10009.0,40.1282754358,55.33725605,65.8268816715,5124,78.9,other
392,Dollar,15,11427.0,19.2888888888,30.5,36.2815223286,6,59.1166666667,other
