,ident,actual_ident,departuretime,arrivaltime,origin,destination,aircrafttype,meal_service,seats_cabin_first,seats_cabin_business,seats_cabin_coach
1317,ANZ6380,UAL2048,1465398900.0,1465411860.0,KIAH,KLGA,B737,First: Lunch / Economy: Food for sale,12.0,0.0,106.0
1318,WJA7299,GJS6279,1465405020.0,1465413000.0,KSDF,KLGA,CRJ7,,9.0,0.0,56.0
1319,WJA7019,TCF3333,1465383600.0,1465390080.0,KCMH,KLGA,E170,,9.0,0.0,60.0
1320,DAL5492,ASQ5492,1465427820.0,1465432200.0,KSYR,KLGA,,,0.0,0.0,50.0
1321,DAL5079,ASQ5079,1465424100.0,1465432260.0,KSDF,KLGA,CRJ7,First: Refreshments / Economy: Refreshments,9.0,0.0,56.0
1322,DAL6304,GJS6304,1465380840.0,1465388940.0,KSDF,KLGA,CRJ7,First: Refreshments / Economy: Refreshments,9.0,0.0,56.0
1323,DAL5147,ASQ5147,1465413300.0,1465417920.0,KSYR,KLGA,,,0.0,0.0,50.0
1324,WJA6506,DAL1286,1465397100.0,1465405140.0,KATL,KLGA,MD90,,16.0,0.0,144.0
1325,DAL5396,ASQ5396,1465398900.0,1465403340.0,KSYR,KLGA,,,0.0,0.0,50.0
1326,DAL6279,GJS6279,1465405020.0,1465413000.0,KSDF,KLGA,CRJ7,First: Refreshments / Economy: Refreshments,9.0,0.0,56.0
1327,AAL4061,AWI4061,1465410540.0,1465418040.0,KSDF,KLGA,,,0.0,0.0,50.0
1328,NKS300,,1465391400.0,1465398000.0,KMYR,KLGA,A320,,0.0,0.0,178.0
1329,WJA6325,DAL1386,1465400700.0,1465408560.0,KATL,KLGA,MD90,,16.0,0.0,144.0
1330,DAL3884,FLG3884,1465380960.0,1465385400.0,KSYR,KLGA,CRJ9,,0.0,12.0,64.0
1331,NKS922,,1465410180.0,1465416540.0,KMYR,KLGA,A320,,0.0,0.0,178.0
1332,AAL3997,AWI3997,1465402260.0,1465408320.0,KDTW,KLGA,,,0.0,0.0,50.0
1333,AAL4204,LOF4204,1465421400.0,1465427940.0,KDTW,KLGA,E145,,0.0,0.0,50.0
1334,WJA7160,TCF3430,1465384800.0,1465395540.0,KOMA,KLGA,E170,,9.0,0.0,60.0
1335,AAL4200,LOF4200,1465397460.0,1465404000.0,KDTW,KLGA,E145,,0.0,0.0,50.0
1336,DAL3430,TCF3430,1465384800.0,1465395540.0,KOMA,KLGA,E170,First: Breakfast / Economy: Breakfast,9.0,0.0,60.0
1337,WJA6879,DAL2135,1465387200.0,1465397100.0,KTPA,KLGA,,,12.0,0.0,98.0
1338,AAL4211,LOF4211,1465390800.0,1465397280.0,KDTW,KLGA,E145,,0.0,0.0,50.0
1339,DAL1377,,1465408500.0,1465415280.0,KDTW,KLGA,A319,,12.0,0.0,114.0
1340,WJA6450,TCF3316,1465389000.0,1465395540.0,KCMH,KLGA,E170,,12.0,0.0,64.0
1341,DAL2789,,1465394400.0,1465400760.0,KDTW,KLGA,A319,,12.0,0.0,114.0
1342,WJA7445,DAL2406,1465403100.0,1465413060.0,KTPA,KLGA,,,12.0,0.0,98.0
1343,WJA7473,DAL2815,1465413300.0,1465423260.0,KTPA,KLGA,,,12.0,0.0,98.0
1344,DAL582,,1465414800.0,1465421640.0,KDTW,KLGA,A320,,12.0,0.0,138.0
1345,WJA6310,DAL1486,1465404300.0,1465412760.0,KATL,KLGA,MD90,,16.0,0.0,144.0
1346,DAL351,,1465437360.0,1465443720.0,KDTW,KLGA,B739,,20.0,0.0,160.0
1347,WJA7444,DAL709,1465429500.0,1465439460.0,KTPA,KLGA,,,12.0,0.0,98.0
1348,DAL2135,,1465387200.0,1465397100.0,KTPA,KLGA,,First: Breakfast / Economy: Breakfast,12.0,0.0,98.0
1349,DAL188,,1465430340.0,1465437180.0,KDTW,KLGA,MD88,,16.0,0.0,133.0
1350,WJA6604,DAL1586,1465407900.0,1465416300.0,KATL,KLGA,MD90,,16.0,0.0,144.0
1351,DAL2406,,1465403100.0,1465413060.0,KTPA,KLGA,,First: Lunch / Economy: Lunch,12.0,0.0,98.0
1352,DAL2815,,1465413300.0,1465423260.0,KTPA,KLGA,,First: Refreshments / Economy: Refreshments,12.0,0.0,98.0
1353,DAL2349,,1465421100.0,1465427700.0,KDTW,KLGA,MD88,,16.0,0.0,133.0
1354,DAL1948,,1465401900.0,1465408680.0,KDTW,KLGA,MD88,,16.0,0.0,133.0
1355,DAL709,,1465429500.0,1465439460.0,KTPA,KLGA,,First: Dinner / Economy: Dinner,12.0,0.0,98.0
1356,JBU1716,,1465384620.0,1465394400.0,KTPA,KLGA,A320,,0.0,0.0,150.0
1357,DAL1848,,1465385100.0,1465391700.0,KDTW,KLGA,MD88,,16.0,0.0,133.0
1358,JBU1116,,1465425660.0,1465435740.0,KTPA,KLGA,A320,,0.0,0.0,150.0
1359,DAL2514,,1465388940.0,1465395540.0,KDTW,KLGA,,,12.0,0.0,98.0
1360,NKS347,,1465417140.0,1465423260.0,KDTW,KLGA,A320,,0.0,0.0,178.0
1361,AVA2136,ASH6255,1465388400.0,1465393500.0,KIAD,KLGA,CRJ7,First: Refreshments / Economy: No meal,6.0,0.0,60.0
1362,WJA6854,TCF3386,1465380000.0,1465386120.0,KCMH,KLGA,E170,,12.0,0.0,64.0
1363,NKS316,,1465380180.0,1465386000.0,KDTW,KLGA,A320,,0.0,0.0,178.0
1364,AVA2236,ASH6256,1465420440.0,1465425780.0,KIAD,KLGA,CRJ7,First: Refreshments / Economy: No meal,6.0,0.0,60.0
1365,VOZ6641,DAL1377,1465408500.0,1465415280.0,KDTW,KLGA,A319,,12.0,0.0,114.0
1366,VOZ6771,DAL2789,1465394400.0,1465400760.0,KDTW,KLGA,A319,,12.0,0.0,114.0
1367,SAA7454,ASH6255,1465388400.0,1465393500.0,KIAD,KLGA,CRJ7,,6.0,0.0,60.0
1368,AAL5123,JIA5123,1465418160.0,1465425000.0,KDAY,KLGA,,,0.0,0.0,50.0
1369,VOZ6767,DAL582,1465414800.0,1465421640.0,KDTW,KLGA,A320,,12.0,0.0,138.0
1370,ANA7554,ASH6256,1465420440.0,1465425780.0,KIAD,KLGA,CRJ7,First: Refreshments / Economy: No meal,6.0,0.0,60.0
1371,UAL6255,ASH6255,1465388400.0,1465393500.0,KIAD,KLGA,CRJ7,First: Refreshments / Economy: No meal,6.0,0.0,60.0
1372,VOZ6703,DAL351,1465437360.0,1465443720.0,KDTW,KLGA,B739,,20.0,0.0,160.0
1373,UAL6256,ASH6256,1465420440.0,1465425780.0,KIAD,KLGA,CRJ7,First: Refreshments / Economy: No meal,6.0,0.0,60.0
1374,VOZ6544,DAL188,1465430340.0,1465437180.0,KDTW,KLGA,MD88,,16.0,0.0,133.0
1375,DAL4084,FLG4084,1465403700.0,1465408620.0,KBTV,KLGA,,,0.0,0.0,50.0
1376,DAL3995,FLG3995,1465425420.0,1465430340.0,KBTV,KLGA,,,0.0,0.0,50.0
1377,DAL5121,ASQ5121,1465380000.0,1465385040.0,KBTV,KLGA,CRJ7,,9.0,0.0,56.0
1378,WJA7092,DAL1886,1465418700.0,1465427580.0,KATL,KLGA,MD90,,16.0,0.0,144.0
1379,VOZ6564,DAL2349,1465421100.0,1465427700.0,KDTW,KLGA,MD88,,16.0,0.0,133.0
1380,DAL6240,GJS6240,1465410420.0,1465415340.0,KBTV,KLGA,CRJ7,,9.0,0.0,56.0
1381,VOZ6563,DAL1948,1465401900.0,1465408680.0,KDTW,KLGA,MD88,,16.0,0.0,133.0
1382,WJA6820,ASQ5088,1465383000.0,1465389360.0,KCLE,KLGA,CRJ7,,9.0,0.0,56.0
1383,VOZ6527,DAL1848,1465385100.0,1465391700.0,KDTW,KLGA,MD88,,16.0,0.0,133.0
1384,AAL4521,RPA4521,1465433820.0,1465443840.0,KMEM,KLGA,E170,First: Dinner / Economy: Food for sale,12.0,0.0,64.0
1385,VOZ6707,DAL2514,1465388940.0,1465395540.0,KDTW,KLGA,,,12.0,0.0,98.0
1386,AFR2830,DAL582,1465414800.0,1465421640.0,KDTW,KLGA,A320,,12.0,0.0,138.0
1387,WJA6466,DAL2186,1465429500.0,1465438080.0,KATL,KLGA,MD90,,16.0,0.0,144.0
1388,AFR2682,DAL188,1465430340.0,1465437180.0,KDTW,KLGA,MD88,,16.0,0.0,133.0
1389,WJA6572,GJS6251,1465392300.0,1465398360.0,KCLE,KLGA,CRJ7,,9.0,0.0,56.0
1390,WJA6899,GJS4249,1465400400.0,1465406100.0,KCLE,KLGA,CRJ7,,9.0,0.0,56.0
1391,WJA6531,GJS4259,1465408800.0,1465414680.0,KCLE,KLGA,CRJ7,,9.0,0.0,56.0
1392,WJA6427,GJS6272,1465424040.0,1465430520.0,KCLE,KLGA,CRJ7,,9.0,0.0,56.0
1393,UAL4225,ASQ4225,1465390680.0,1465396680.0,KCLE,KLGA,E135,,0.0,0.0,50.0
1394,WJA6417,ASQ5320,1465382100.0,1465386960.0,KCHO,KLGA,,,0.0,0.0,50.0
1395,VIR2738,DAL582,1465414800.0,1465421640.0,KDTW,KLGA,A320,,12.0,0.0,138.0
1396,UAL3778,ASQ3778,1465398120.0,1465404180.0,KCLE,KLGA,E135,,0.0,0.0,50.0
1397,VIR2446,DAL351,1465437360.0,1465443720.0,KDTW,KLGA,B739,,20.0,0.0,160.0
1398,UAL3770,ASQ3770,1465407000.0,1465413060.0,KCLE,KLGA,E135,,0.0,0.0,50.0
1399,UAL4314,ASQ4314,1465423860.0,1465429920.0,KCLE,KLGA,E135,,0.0,0.0,50.0
1400,VIR2737,DAL188,1465430340.0,1465437180.0,KDTW,KLGA,MD88,,16.0,0.0,133.0
1401,UAL4031,ASQ4031,1465427880.0,1465433940.0,KCLE,KLGA,E135,,0.0,0.0,50.0
1402,AAL4338,RPA4338,1465412220.0,1465422420.0,KMEM,KLGA,E170,First: Lunch / Economy: Food for sale,12.0,0.0,64.0
1403,VIR2739,DAL2349,1465421100.0,1465427700.0,KDTW,KLGA,MD88,,16.0,0.0,133.0
1404,DAL5088,ASQ5088,1465383000.0,1465389360.0,KCLE,KLGA,CRJ7,,9.0,0.0,56.0
1405,CSN1026,DAL188,1465430340.0,1465437180.0,KDTW,KLGA,MD88,First: Complimentary Alcohol / Economy: Complimentary Alcohol,16.0,0.0,133.0
1406,CSN1233,DAL188,1465429500.0,1465435740.0,KDTW,KLGA,MD90,Economy: Complimentary Alcohol,0.0,0.0,150.0
1407,DAL6251,GJS6251,1465392300.0,1465398360.0,KCLE,KLGA,CRJ7,,9.0,0.0,56.0
1408,DAL4249,GJS4249,1465400400.0,1465406100.0,KCLE,KLGA,CRJ7,,9.0,0.0,56.0
1409,DAL4259,GJS4259,1465408800.0,1465414680.0,KCLE,KLGA,CRJ7,,9.0,0.0,56.0
1410,DAL6272,GJS6272,1465424040.0,1465430520.0,KCLE,KLGA,CRJ7,,9.0,0.0,56.0
1411,AAL4179,LOF4179,1465380600.0,1465386960.0,KCLE,KLGA,E145,,0.0,0.0,50.0
1412,AAL4657,RPA4657,1465384500.0,1465394520.0,KMEM,KLGA,E170,First: Continental Breakfast / Economy: Food for sale,12.0,0.0,64.0
1413,CSN1230,DAL1639,1465415100.0,1465421460.0,KDTW,KLGA,,First: Complimentary Alcohol / Economy: Complimentary Alcohol,12.0,0.0,98.0
1414,KLM5540,DAL582,1465414800.0,1465421640.0,KDTW,KLGA,A320,,12.0,0.0,138.0
1415,AAL4172,LOF4172,1465398840.0,1465405140.0,KCLE,KLGA,E145,,0.0,0.0,50.0
1416,KLM5010,DAL188,1465430340.0,1465437180.0,KDTW,KLGA,MD88,,16.0,0.0,133.0
1417,AAL4175,LOF4175,1465416300.0,1465422540.0,KCLE,KLGA,E145,,0.0,0.0,50.0
1418,KLM6590,DAL2349,1465421100.0,1465427700.0,KDTW,KLGA,MD88,,16.0,0.0,133.0
1419,WJA7138,DAL1560,1465424100.0,1465435140.0,KMSY,KLGA,A319,,12.0,0.0,114.0
1420,WJA7349,FLG3757,1465384200.0,1465395300.0,KMSY,KLGA,CRJ9,,0.0,12.0,64.0
1421,WJA6307,DAL1248,1465415100.0,1465423860.0,KATL,KLGA,MD88,,16.0,0.0,133.0
1422,KLM5411,DAL1948,1465401900.0,1465408680.0,KDTW,KLGA,MD88,,16.0,0.0,133.0
1423,WJA7114,GJS6274,1465409100.0,1465420140.0,KMSY,KLGA,CRJ7,,9.0,0.0,56.0
1424,ASA4789,LOF4204,1465421400.0,1465427940.0,KDTW,KLGA,E145,,0.0,0.0,50.0
1425,DAL1560,,1465424100.0,1465435140.0,KMSY,KLGA,A319,First: Dinner / Economy: Dinner,12.0,0.0,114.0
1426,DAL3757,FLG3757,1465384200.0,1465395300.0,KMSY,KLGA,CRJ9,Business: Breakfast / Economy: Breakfast,0.0,12.0,64.0
1427,DAL4023,FLG4023,1465409700.0,1465419180.0,KMEM,KLGA,CRJ9,Business: Lunch / Economy: Lunch,0.0,12.0,64.0
1428,AAL4218,LOF4218,1465425000.0,1465430520.0,CYUL,KLGA,E145,,0.0,0.0,50.0
1429,DAL6274,GJS6274,1465409100.0,1465420140.0,KMSY,KLGA,CRJ7,First: Lunch / Economy: Lunch,9.0,0.0,56.0
1430,AAL4165,LOF4165,1465399800.0,1465404960.0,CYUL,KLGA,E145,,0.0,0.0,50.0
1431,DAL3869,FLG3869,1465385700.0,1465395300.0,KMEM,KLGA,CRJ9,Business: Breakfast / Economy: Breakfast,0.0,12.0,64.0
1432,DAL5553,ASQ5553,1465402920.0,1465409940.0,KGRR,KLGA,CRJ7,First: Refreshments / Economy: Refreshments,9.0,0.0,56.0
1433,DAL6236,GJS6236,1465380000.0,1465387020.0,KGRR,KLGA,CRJ7,First: Refreshments / Economy: Refreshments,9.0,0.0,56.0
1434,AAL4219,LOF4219,1465392900.0,1465398120.0,CYUL,KLGA,E145,,0.0,0.0,50.0
1435,WJA6641,TCF3320,1465391400.0,1465399140.0,KIND,KLGA,E170,,9.0,0.0,60.0
1436,AAL4162,LOF4162,1465380900.0,1465386060.0,CYUL,KLGA,E145,,0.0,0.0,50.0
1437,UAL2014,,1465429440.0,1465442700.0,KDEN,KLGA,B753,First: Dinner / Economy: Food for sale,24.0,0.0,189.0
1438,DAL6309,GJS6309,1465425000.0,1465430460.0,CYUL,KLGA,CRJ7,,9.0,0.0,56.0
1439,UAL596,,1465411020.0,1465424940.0,KDEN,KLGA,B738,First: Lunch / Economy: Food for sale,20.0,0.0,132.0
1440,DAL6296,GJS6296,1465412700.0,1465418040.0,CYUL,KLGA,CRJ7,,9.0,0.0,56.0
1441,UAL406,,1465422900.0,1465436580.0,KDEN,KLGA,B738,First: Lunch / Economy: Food for sale,20.0,0.0,132.0
1442,UAL347,,1465394700.0,1465408500.0,KDEN,KLGA,A320,First: Breakfast / Economy: Food for sale,12.0,0.0,138.0
1443,UAL303,,1465402200.0,1465416000.0,KDEN,KLGA,A320,First: Lunch / Economy: Food for sale,12.0,0.0,138.0
1444,DAL6294,GJS6294,1465397940.0,1465403460.0,CYUL,KLGA,CRJ9,,0.0,12.0,64.0
1445,WJA6632,DAL1986,1465422300.0,1465431000.0,KATL,KLGA,MD88,,16.0,0.0,133.0
1446,ACA7642,SKV7642,1465430400.0,1465435440.0,CYUL,KLGA,E170,,0.0,9.0,64.0
1447,ACA7640,SKV7640,1465423200.0,1465428240.0,CYUL,KLGA,E170,Business: Snack or brunch / Economy: No meal,0.0,9.0,64.0
1448,ACA7638,SKV7638,1465414200.0,1465419240.0,CYUL,KLGA,E170,Business: Snack or brunch / Economy: No meal,0.0,9.0,64.0
1449,SWA5580,,1465404300.0,1465417800.0,KDEN,KLGA,B737,,0.0,0.0,143.0
1450,AAL5097,JIA5097,1465390980.0,1465397340.0,KDAY,KLGA,,,0.0,0.0,50.0
1451,SWA3318,,1465427700.0,1465440900.0,KDEN,KLGA,B737,,0.0,0.0,143.0
1452,ACA7636,SKV7636,1465407600.0,1465412340.0,CYUL,KLGA,E170,Business: Snack or brunch / Economy: No meal,0.0,9.0,64.0
1453,ACA7634,SKV7634,1465397400.0,1465402440.0,CYUL,KLGA,E170,Business: Snack or brunch / Economy: No meal,0.0,9.0,64.0
1454,DAL928,,1465403040.0,1465417200.0,KDEN,KLGA,A320,First: Lunch / Economy: Lunch,12.0,0.0,138.0
1455,DAL2594,,1465423200.0,1465437480.0,KDEN,KLGA,A320,First: Dinner / Economy: Dinner,12.0,0.0,138.0
1456,WJA6868,FLG4023,1465409700.0,1465419180.0,KMEM,KLGA,CRJ9,,0.0,12.0,64.0
1457,ACA7632,SKV7632,1465390200.0,1465395240.0,CYUL,KLGA,E170,Business: Breakfast / Economy: No meal,0.0,9.0,64.0
1458,FFT504,,1465423500.0,1465437720.0,KDEN,KLGA,A320,Economy: Food for sale,0.0,0.0,180.0
1459,ACA7630,SKV7630,1465382700.0,1465387800.0,CYUL,KLGA,E170,Business: Breakfast / Economy: No meal,0.0,9.0,64.0
1460,WJA6301,DAL2086,1465425900.0,1465434540.0,KATL,KLGA,MD88,,16.0,0.0,133.0
1461,WJA7270,DAL878,1465403100.0,1465413420.0,KRSW,KLGA,A319,,12.0,0.0,114.0
1462,WJA7296,DAL658,1465422000.0,1465432440.0,KRSW,KLGA,A319,,12.0,0.0,114.0
1463,WJA6728,FLG3861,1465387200.0,1465397460.0,KRSW,KLGA,CRJ9,,0.0,12.0,64.0
1464,DAL5289,ASQ5289,1465384140.0,1465389900.0,CYUL,KLGA,CRJ7,,9.0,0.0,56.0
1465,WJA7272,FLG3686,1465414800.0,1465425180.0,KRSW,KLGA,CRJ9,,0.0,12.0,64.0
1466,DAL3679,FLG3679,1465403100.0,1465408140.0,CYUL,KLGA,CRJ9,,0.0,12.0,64.0
1467,WJA7188,FLG3869,1465385700.0,1465395300.0,KMEM,KLGA,CRJ9,,0.0,12.0,64.0
1468,WJA6569,GJS6309,1465425000.0,1465430460.0,CYUL,KLGA,CRJ7,,9.0,0.0,56.0
1469,WJA7450,GJS6296,1465412700.0,1465418040.0,CYUL,KLGA,CRJ7,,9.0,0.0,56.0
1470,DAL878,,1465403100.0,1465413420.0,KRSW,KLGA,A319,First: Lunch / Economy: Lunch,12.0,0.0,114.0
1471,DAL658,,1465422000.0,1465432440.0,KRSW,KLGA,A319,First: Dinner / Economy: Dinner,12.0,0.0,114.0
1472,JBU1640,,1465414620.0,1465425000.0,KRSW,KLGA,A320,,0.0,0.0,150.0
1473,WJA6738,GJS6294,1465397940.0,1465403460.0,CYUL,KLGA,CRJ9,,0.0,12.0,64.0
1474,DAL3861,FLG3861,1465387200.0,1465397460.0,KRSW,KLGA,CRJ9,Business: Breakfast / Economy: Breakfast,0.0,12.0,64.0
1475,WJA6912,ASQ5289,1465384140.0,1465389900.0,CYUL,KLGA,CRJ7,,9.0,0.0,56.0
1476,WJA7448,FLG3679,1465403100.0,1465408140.0,CYUL,KLGA,CRJ9,,0.0,12.0,64.0
1477,WJA6335,DAL982,1465411500.0,1465419660.0,KATL,KLGA,B739,,20.0,0.0,160.0
1478,DAL3686,FLG3686,1465414800.0,1465425180.0,KRSW,KLGA,CRJ9,Business: Refreshments / Economy: Refreshments,0.0,12.0,64.0
1479,UAL8400,SKV7642,1465430400.0,1465435440.0,CYUL,KLGA,E170,,0.0,9.0,64.0
1480,UAL8382,SKV7640,1465423200.0,1465428240.0,CYUL,KLGA,E170,Business: Snack or brunch / Economy: No meal,0.0,9.0,64.0
1481,WJA6554,TCF3334,1465401600.0,1465408980.0,KIND,KLGA,E170,,9.0,0.0,60.0
1482,WJA6404,ASQ5140,1465384500.0,1465393380.0,KBHM,KLGA,CRJ7,,9.0,0.0,56.0
1483,DAL3866,FLG3866,1465413600.0,1465423560.0,KSRQ,KLGA,CRJ9,Business: Refreshments / Economy: Refreshments,0.0,12.0,64.0
1484,UAL8186,SKV7638,1465414200.0,1465419240.0,CYUL,KLGA,E170,Business: Snack or brunch / Economy: No meal,0.0,9.0,64.0
1485,WJA6775,ASQ5070,1465421700.0,1465430640.0,KBHM,KLGA,CRJ7,,9.0,0.0,56.0
1486,UAL8184,SKV7636,1465407600.0,1465412340.0,CYUL,KLGA,E170,Business: Snack or brunch / Economy: No meal,0.0,9.0,64.0
1487,DAL5140,ASQ5140,1465384500.0,1465393380.0,KBHM,KLGA,CRJ7,First: Refreshments / Economy: Refreshments,9.0,0.0,56.0
1488,DAL5070,ASQ5070,1465421700.0,1465430640.0,KBHM,KLGA,CRJ7,First: Refreshments / Economy: Refreshments,9.0,0.0,56.0
1489,UAL8625,SKV7634,1465397400.0,1465402440.0,CYUL,KLGA,E170,Business: Snack or brunch / Economy: No meal,0.0,9.0,64.0
1490,AAL5095,JIA5095,1465382400.0,1465387440.0,KCAK,KLGA,,,0.0,0.0,50.0
1491,UAL8182,SKV7632,1465390200.0,1465395240.0,CYUL,KLGA,E170,Business: Breakfast / Economy: No meal,0.0,9.0,64.0
1492,WJA6936,FLG3678,1465383600.0,1465394280.0,KMCI,KLGA,CRJ9,,0.0,12.0,64.0
1493,WJA7228,FLG3867,1465402020.0,1465412220.0,KMCI,KLGA,CRJ9,,0.0,12.0,64.0
1494,UAL8180,SKV7630,1465382700.0,1465387800.0,CYUL,KLGA,E170,Business: Breakfast / Economy: No meal,0.0,9.0,64.0
1495,WJA6862,FLG3978,1465413360.0,1465423920.0,KMCI,KLGA,CRJ9,,0.0,12.0,64.0
1496,JBU432,,1465420800.0,1465430940.0,KSRQ,KLGA,A320,,0.0,0.0,150.0
1497,AAL4206,LOF4206,1465429560.0,1465438020.0,KBNA,KLGA,E145,Economy: Food for sale,0.0,0.0,50.0
1498,WJA6705,DAL1865,1465435500.0,1465443840.0,KATL,KLGA,B739,,20.0,0.0,160.0
1499,AAL4205,LOF4205,1465400460.0,1465408740.0,KBNA,KLGA,E145,Economy: Food for sale,0.0,0.0,50.0
1500,WJA7381,ASQ5530,1465395840.0,1465400640.0,KRIC,KLGA,CRJ7,,9.0,0.0,56.0
1501,SWA762,,1465410900.0,1465420800.0,KMCI,KLGA,B737,,0.0,0.0,143.0
1502,AAL4212,LOF4212,1465383900.0,1465392240.0,KBNA,KLGA,E145,Economy: Food for sale,0.0,0.0,50.0
1503,DAL3678,FLG3678,1465383600.0,1465394280.0,KMCI,KLGA,CRJ9,Business: Breakfast / Economy: Breakfast,0.0,12.0,64.0
1504,DAL3867,FLG3867,1465402020.0,1465412220.0,KMCI,KLGA,CRJ9,Business: Lunch / Economy: Lunch,0.0,12.0,64.0
1505,DAL3978,FLG3978,1465413360.0,1465423920.0,KMCI,KLGA,CRJ9,Business: Lunch / Economy: Lunch,0.0,12.0,64.0
1506,DAL6192,GJS6192,1465429200.0,1465437540.0,KBNA,KLGA,CRJ7,First: Refreshments / Economy: Refreshments,9.0,0.0,56.0
1507,AAL4548,RPA4548,1465386000.0,1465397040.0,KMCI,KLGA,E170,First: Continental Breakfast / Economy: Food for sale,12.0,0.0,64.0
1508,DAL3739,FLG3739,1465390200.0,1465400220.0,KDSM,KLGA,CRJ9,Business: Breakfast / Economy: Breakfast,0.0,12.0,64.0
1509,DAL6270,GJS6270,1465422300.0,1465430640.0,KBNA,KLGA,CRJ9,Business: Refreshments / Economy: Refreshments,0.0,12.0,64.0
1510,AAL4654,RPA4654,1465406820.0,1465417740.0,KMCI,KLGA,E170,First: Lunch / Economy: Food for sale,12.0,0.0,64.0
1511,WJA7437,FLG3866,1465413600.0,1465423560.0,KSRQ,KLGA,CRJ9,,0.0,12.0,64.0
1512,AAL4560,RPA4560,1465413900.0,1465422120.0,KBNA,KLGA,E170,First: Refreshments / Economy: Food for sale,12.0,0.0,64.0
1513,KLM6218,DAL1586,1465407900.0,1465416300.0,KATL,KLGA,MD90,First: Refreshments / Economy: No meal,16.0,0.0,144.0
1514,DAL4182,FLG4182,1465405200.0,1465413420.0,KBNA,KLGA,CRJ9,Business: Refreshments / Economy: Refreshments,0.0,12.0,64.0
1515,DAL6229,GJS6229,1465428900.0,1465439520.0,KMCI,KLGA,CRJ7,First: Dinner / Economy: Dinner,9.0,0.0,56.0
1516,DAL1283,,1465380000.0,1465385100.0,KBUF,KLGA,A320,,12.0,0.0,138.0
1517,DAL3865,FLG3865,1465396680.0,1465405200.0,KBNA,KLGA,CRJ9,Business: Refreshments / Economy: Refreshments,0.0,12.0,64.0
1518,DAL3759,FLG3759,1465425900.0,1465431360.0,KBUF,KLGA,CRJ9,,0.0,12.0,64.0
1519,DAL4009,FLG4009,1465387200.0,1465395540.0,KBNA,KLGA,CRJ9,Business: Refreshments / Economy: Refreshments,0.0,12.0,64.0
1520,SWA1433,,1465418700.0,1465426500.0,KBNA,KLGA,B737,,0.0,0.0,143.0
1521,DAL6305,GJS6305,1465391100.0,1465396380.0,KBUF,KLGA,CRJ7,,9.0,0.0,56.0
1522,SWA2958,,1465397400.0,1465405200.0,KBNA,KLGA,B737,,0.0,0.0,143.0
1523,DAL6209,GJS6209,1465403040.0,1465408140.0,KBUF,KLGA,CRJ7,,9.0,0.0,56.0
1524,DAL6257,GJS6257,1465413900.0,1465418880.0,KBUF,KLGA,CRJ7,,9.0,0.0,56.0
1525,WJA6458,FLG3717,1465383900.0,1465391160.0,KCVG,KLGA,CRJ9,,0.0,12.0,64.0
1526,SWA537,,1465386600.0,1465394100.0,KBNA,KLGA,B737,,0.0,0.0,143.0
1527,WJA7158,FLG4138,1465393200.0,1465400100.0,KCVG,KLGA,CRJ9,,0.0,12.0,64.0
1528,WJA6459,FLG3786,1465407900.0,1465414980.0,KCVG,KLGA,CRJ9,,0.0,12.0,64.0
1529,WJA6379,FLG4107,1465416000.0,1465422840.0,KCVG,KLGA,CRJ9,,0.0,12.0,64.0
1530,WJA6419,GJS6192,1465429200.0,1465437540.0,KBNA,KLGA,CRJ7,,9.0,0.0,56.0
1531,WJA6673,FLG4152,1465430700.0,1465437840.0,KCVG,KLGA,CRJ9,,0.0,12.0,64.0
1532,WJA6390,GJS6270,1465422300.0,1465430640.0,KBNA,KLGA,CRJ9,,0.0,12.0,64.0
1533,AFR2154,FLG4152,1465430700.0,1465437840.0,KCVG,KLGA,CRJ9,,0.0,12.0,64.0
1534,WJA6500,GJS6260,1465399920.0,1465406940.0,KCVG,KLGA,CRJ9,,0.0,12.0,64.0
1535,KLM5556,DAL1248,1465415100.0,1465423860.0,KATL,KLGA,MD88,First: Refreshments / Economy: No meal,16.0,0.0,133.0
1536,WJA6442,FLG4182,1465405200.0,1465413420.0,KBNA,KLGA,CRJ9,,0.0,12.0,64.0
1537,WJA6409,FLG3865,1465396680.0,1465405200.0,KBNA,KLGA,CRJ9,,0.0,12.0,64.0
1538,DAL3717,FLG3717,1465383900.0,1465391160.0,KCVG,KLGA,CRJ9,,0.0,12.0,64.0
1539,WJA6525,TCF3400,1465412400.0,1465419540.0,KIND,KLGA,E170,,9.0,0.0,60.0
1540,DAL4138,FLG4138,1465393200.0,1465400100.0,KCVG,KLGA,CRJ9,,0.0,12.0,64.0
1541,WJA6361,FLG4009,1465387200.0,1465395540.0,KBNA,KLGA,CRJ9,,0.0,12.0,64.0
1542,DAL3786,FLG3786,1465407900.0,1465414980.0,KCVG,KLGA,CRJ9,,0.0,12.0,64.0
1543,DAL3418,TCF3418,1465387200.0,1465400460.0,KDFW,KLGA,E170,First: Breakfast / Economy: Breakfast,9.0,0.0,60.0
1544,DAL4107,FLG4107,1465416000.0,1465422840.0,KCVG,KLGA,CRJ9,,0.0,12.0,64.0
1545,AAL3872,AWI3872,1465414200.0,1465419900.0,KPIT,KLGA,,,0.0,0.0,50.0
1546,DAL4152,FLG4152,1465430700.0,1465437840.0,KCVG,KLGA,CRJ9,,0.0,12.0,64.0
