,ident,actual_ident,departuretime,arrivaltime,origin,destination,aircrafttype,meal_service,seats_cabin_first,seats_cabin_business,seats_cabin_coach
0,WJA7032,GJS6212,1465330020.0,1465335900.0,CYUL,KJFK,CRJ7,,9.0,0.0,56.0
1,BAW5296,AAL261,1465362600.0,1465382040.0,KSEA,KJFK,B738,First: Refreshments / Economy: No meal,16.0,0.0,134.0
2,KLM6403,TCF3342,1465337100.0,1465341660.0,KACK,KJFK,E135,,0.0,0.0,50.0
3,AEA3399,DAL479,1465300500.0,1465332360.0,LEBL,KJFK,A333,Business: Meal / Economy: Meal,0.0,34.0,264.0
4,KLM8067,TCF3395,1465321200.0,1465325580.0,KACK,KJFK,E135,,0.0,0.0,50.0
5,KLM5585,GJS6303,1465315200.0,1465320960.0,CYUL,KJFK,CRJ7,,9.0,0.0,56.0
6,BAW4802,LOF4192,1465334400.0,1465340820.0,KRDU,KJFK,E145,,0.0,0.0,50.0
7,DAL799,,1465316340.0,1465326000.0,KMCO,KJFK,A320,First: Lunch / Economy: Lunch,12.0,0.0,138.0
8,DAL2601,,1465342740.0,1465352820.0,KMCO,KJFK,A320,First: Dinner / Economy: Dinner,12.0,0.0,138.0
9,CPA7675,LOF4192,1465334400.0,1465340820.0,KRDU,KJFK,E145,,0.0,0.0,50.0
10,DAL2653,,1465333500.0,1465343400.0,KMCO,KJFK,A319,First: Dinner / Economy: Dinner,12.0,0.0,114.0
11,JAL7627,LAN532,1465348500.0,1465386900.0,SCEL,KJFK,B789,,0.0,0.0,270.0
12,JBU1684,,1465302600.0,1465311900.0,KMCO,KJFK,E190,,0.0,0.0,100.0
13,VIR111,,1465295400.0,1465323900.0,EGLL,KJFK,A346,Business: Lunch / Economy: Lunch,0.0,45.0,263.0
14,KLM8241,GJS6212,1465330020.0,1465335900.0,CYUL,KJFK,CRJ7,,9.0,0.0,56.0
15,DAL210,,1465298400.0,1465333140.0,LIRP,KJFK,B752,Economy: Lunch,0.0,0.0,219.0
16,JAL7479,LOF4197,1465297200.0,1465303260.0,KRDU,KJFK,E145,,0.0,0.0,50.0
17,CAL9612,VRD416,1465338600.0,1465358340.0,KLAX,KJFK,A320,,8.0,0.0,141.0
18,EAQ3231,AAL292,1465304400.0,1465324440.0,KLAX,KJFK,,First: Meal / Business: Meal / Economy: Food for sale,10.0,20.0,72.0
19,AZA7608,DAL210,1465298400.0,1465333140.0,LIRP,KJFK,B752,,0.0,0.0,219.0
20,UAE6796,JBU154,1465320420.0,1465330380.0,KPBI,KJFK,A321,,0.0,0.0,190.0
21,ELY8742,JBU72,1465363140.0,1465379160.0,KSLC,KJFK,A320,Economy: No meal,0.0,0.0,150.0
22,ELY11,,1465304400.0,1465347900.0,LLBG,KJFK,B744,"First: Breakfast, Hot meal / Business: Breakfast, Hot meal / Economy: Breakfast, Hot meal",8.0,52.0,348.0
23,JBU1184,,1465293600.0,1465302780.0,KMCO,KJFK,A321,,0.0,0.0,190.0
24,VIR9,,1465311900.0,1465340400.0,EGLL,KJFK,A346,Business: Dinner / Economy: Dinner,0.0,45.0,263.0
25,JBU490,,1465306800.0,1465316100.0,KMCO,KJFK,A321,,0.0,0.0,190.0
26,EAQ4636,LOF4192,1465334400.0,1465340820.0,KRDU,KJFK,E145,Economy: No meal,0.0,0.0,50.0
27,JBU500,,1465317000.0,1465326000.0,KDAB,KJFK,A320,,0.0,0.0,150.0
28,AZA5963,GJS6303,1465315200.0,1465320960.0,CYUL,KJFK,CRJ7,,9.0,0.0,56.0
29,EAQ3072,LOF4197,1465297200.0,1465303260.0,KRDU,KJFK,E145,Economy: No meal,0.0,0.0,50.0
30,QTR4149,JBU500,1465317000.0,1465326000.0,KDAB,KJFK,A320,,0.0,0.0,150.0
31,ELY7,,1465285200.0,1465328700.0,LLBG,KJFK,B744,"First: Breakfast, Hot meal / Business: Breakfast, Hot meal / Economy: Breakfast, Hot meal",8.0,52.0,348.0
32,JBU584,,1465311600.0,1465321080.0,KMCO,KJFK,A321,,0.0,0.0,190.0
33,VIR25,,1465326900.0,1465355400.0,EGLL,KJFK,A346,Business: Dinner / Economy: Dinner,0.0,45.0,263.0
34,TAY10,,1465268700.0,1465297200.0,EBLG,KJFK,B772,,0.0,0.0,0.0
35,AZA5964,GJS6212,1465330020.0,1465335900.0,CYUL,KJFK,CRJ7,,9.0,0.0,56.0
36,JBU1730,,1465339200.0,1465349700.0,KRSW,KJFK,A320,,0.0,0.0,150.0
37,JBU930,,1465314660.0,1465324740.0,KRSW,KJFK,A320,,0.0,0.0,150.0
38,VIR4744,GJS6303,1465315200.0,1465320960.0,CYUL,KJFK,CRJ7,,9.0,0.0,56.0
39,JBU690,,1465319820.0,1465329480.0,KMCO,KJFK,A321,,0.0,0.0,190.0
40,ETD8348,JBU930,1465314660.0,1465324740.0,KRSW,KJFK,A320,,0.0,0.0,150.0
41,VIR4880,GJS6212,1465330020.0,1465335900.0,CYUL,KJFK,CRJ7,,9.0,0.0,56.0
42,ETD3001,AAL4,1465324200.0,1465344240.0,KLAX,KJFK,,First: Lunch / Business: Lunch / Economy: Lunch,10.0,20.0,72.0
43,QTR4182,JBU930,1465314660.0,1465324740.0,KRSW,KJFK,A320,,0.0,0.0,150.0
44,THY8526,JBU1730,1465339200.0,1465349700.0,KRSW,KJFK,A320,,0.0,0.0,150.0
45,CAL9614,VRD420,1465365900.0,1465385400.0,KLAX,KJFK,A320,,8.0,0.0,141.0
46,AFR9347,GJS6303,1465315200.0,1465320960.0,CYUL,KJFK,CRJ7,,9.0,0.0,56.0
47,JBU84,,1465337100.0,1465347180.0,KMCO,KJFK,A321,,0.0,0.0,190.0
48,BAW4313,AAL4,1465324200.0,1465344240.0,KLAX,KJFK,,First: Lunch / Business: No meal / Economy: No meal,10.0,20.0,72.0
49,THY8524,JBU930,1465314660.0,1465324740.0,KRSW,KJFK,A320,,0.0,0.0,150.0
50,QFA4636,LOF4192,1465334400.0,1465340820.0,KRDU,KJFK,E145,Economy: No meal,0.0,0.0,50.0
51,UAE6792,JBU54,1465294800.0,1465304460.0,KPBI,KJFK,E190,,0.0,0.0,100.0
52,QFA3072,LOF4197,1465297200.0,1465303260.0,KRDU,KJFK,E145,Economy: No meal,0.0,0.0,50.0
53,AFR8503,GJS6212,1465330020.0,1465335900.0,CYUL,KJFK,CRJ7,,9.0,0.0,56.0
54,UAE6814,JBU930,1465314660.0,1465324740.0,KRSW,KJFK,A320,,0.0,0.0,150.0
55,EIN5331,JBU930,1465314660.0,1465324740.0,KRSW,KJFK,A320,,0.0,0.0,150.0
56,ELY8715,JBU930,1465314660.0,1465324740.0,KRSW,KJFK,A320,Economy: No meal,0.0,0.0,150.0
57,JBU384,,1465351140.0,1465360080.0,KMCO,KJFK,A321,,0.0,0.0,190.0
58,DAL3833,FLG3833,1465292400.0,1465298400.0,CYUL,KJFK,CRJ9,,0.0,12.0,64.0
59,JBU284,,1465323300.0,1465333200.0,KMCO,KJFK,A320,,0.0,0.0,150.0
60,JBU98,,1465365540.0,1465379100.0,KDEN,KJFK,A321,,0.0,0.0,190.0
61,BAW1510,AAL107,1465316100.0,1465344300.0,EGLL,KJFK,B77W,"First: Dinner, Snack or brunch / Business: Dinner, Snack or brunch / Economy: Dinner, Snack or brunch",8.0,52.0,250.0
62,ELY8693,JBU154,1465320420.0,1465330380.0,KPBI,KJFK,A321,Economy: No meal,0.0,0.0,190.0
63,DAL6303,GJS6303,1465315200.0,1465320960.0,CYUL,KJFK,CRJ7,,9.0,0.0,56.0
64,BWA550,,1465335000.0,1465354200.0,TTPP,KJFK,B738,First: Dinner / Economy: Dinner,16.0,0.0,138.0
65,AFR9093,TCF3403,1465314420.0,1465319340.0,KRIC,KJFK,E135,,0.0,0.0,50.0
66,FIN5797,AAL199,1465287900.0,1465320900.0,LIMC,KJFK,B763,"Business: Lunch, Snack or brunch / Economy: Lunch, Snack or brunch",0.0,30.0,195.0
67,AAL7666,LAN532,1465348500.0,1465386900.0,SCEL,KJFK,B789,"Economy: Dinner, Breakfast",0.0,0.0,270.0
68,EIN8273,BAW2273,1465314000.0,1465342200.0,EGKK,KJFK,,,14.0,56.0,227.0
69,DAL1317,,1465365000.0,1465378560.0,KDEN,KJFK,B738,First: Refreshments / Economy: Refreshments for sale,16.0,0.0,144.0
70,DAL2230,,1465325040.0,1465339500.0,KDEN,KJFK,B738,First: Lunch / Economy: Food for sale,16.0,0.0,144.0
71,DAL6212,GJS6212,1465330020.0,1465335900.0,CYUL,KJFK,CRJ7,,9.0,0.0,56.0
72,QTR4082,JBU98,1465365540.0,1465379100.0,KDEN,KJFK,A320,,0.0,0.0,150.0
73,BAW1583,AAL199,1465287900.0,1465320900.0,LIMC,KJFK,B763,"Business: Lunch, Snack or brunch / Economy: Lunch, Snack or brunch",0.0,30.0,195.0
74,CES3884,VRD412,1465331400.0,1465351200.0,KLAX,KJFK,A320,,8.0,0.0,141.0
75,ELY8695,JBU54,1465294800.0,1465304460.0,KPBI,KJFK,E190,Economy: No meal,0.0,0.0,100.0
76,SAA7357,JBU98,1465365540.0,1465379100.0,KDEN,KJFK,A320,,0.0,0.0,150.0
77,AAL4191,LOF4191,1465318800.0,1465324500.0,CYUL,KJFK,E145,,0.0,0.0,50.0
78,QFA4831,AAL30,1465368900.0,1465388940.0,KLAX,KJFK,,First: Meal / Business: Meal / Economy: Food for sale,10.0,20.0,72.0
79,BWA524,,1465303200.0,1465322340.0,TTPP,KJFK,B738,First: Breakfast / Economy: Breakfast,16.0,0.0,138.0
80,QTR5345,AAL199,1465287900.0,1465320900.0,LIMC,KJFK,B763,"Business: Lunch, Snack or brunch / Economy: Lunch, Snack or brunch",0.0,30.0,195.0
81,RJA7594,AAL4532,1465325400.0,1465331520.0,KRDU,KJFK,E170,,12.0,0.0,64.0
82,UAE6780,JBU98,1465365540.0,1465379100.0,KDEN,KJFK,A320,,0.0,0.0,150.0
83,ELY8634,JBU98,1465365540.0,1465379100.0,KDEN,KJFK,A320,Economy: No meal,0.0,0.0,150.0
84,AFR8837,DAL2230,1465325040.0,1465339500.0,KDEN,KJFK,B738,First: Lunch / Economy: Food for sale,16.0,0.0,144.0
85,AAL4196,LOF4196,1465334220.0,1465340400.0,CYUL,KJFK,E145,,0.0,0.0,50.0
86,KLM6947,DAL401,1465320600.0,1465339500.0,KPDX,KJFK,B763,Business: Lunch / Economy: Food for sale,0.0,36.0,172.0
87,IBE4253,AAL199,1465287900.0,1465320900.0,LIMC,KJFK,B763,"Business: Lunch, Snack or brunch / Economy: Lunch, Snack or brunch",0.0,30.0,195.0
88,RJA7591,AAL4192,1465334400.0,1465340820.0,KRDU,KJFK,E145,,0.0,0.0,50.0
89,VIR5873,DAL1317,1465365000.0,1465378560.0,KDEN,KJFK,B738,First: Refreshments for sale / Economy: Refreshments for sale,16.0,0.0,144.0
90,VIR4812,DAL2230,1465325040.0,1465339500.0,KDEN,KJFK,B738,First: Food for sale / Economy: Food for sale,16.0,0.0,144.0
91,AZA3376,DAL2230,1465325040.0,1465339500.0,KDEN,KJFK,B738,,16.0,0.0,144.0
92,IBE4323,AAL198,1465319700.0,1465324200.0,KBOS,KJFK,,,10.0,20.0,72.0
93,JBU5011,UAE205,1465308600.0,1465340400.0,LIMC,KJFK,A388,First: Meal / Business: Meal / Economy: Meal,14.0,76.0,426.0
94,DAL3864,FLG3864,1465335900.0,1465344600.0,KJAX,KJFK,CRJ9,Business: Refreshments / Economy: Refreshments,0.0,12.0,64.0
95,AZA3171,DAL1317,1465365000.0,1465378560.0,KDEN,KJFK,B738,,16.0,0.0,144.0
96,HAL2049,JBU454,1465345140.0,1465355100.0,KPBI,KJFK,A320,,0.0,0.0,150.0
97,CES4348,DAL2230,1465325040.0,1465339500.0,KDEN,KJFK,B738,,16.0,0.0,144.0
98,KLM5059,DAL2340,1465304640.0,1465324200.0,KPDX,KJFK,B738,First: Food for sale / Economy: Food for sale,16.0,0.0,144.0
99,CES4376,DAL401,1465320600.0,1465339500.0,KPDX,KJFK,B763,,0.0,36.0,172.0
100,KLM2798,AZA604,1465297200.0,1465330200.0,LIMC,KJFK,A330,,28.0,21.0,181.0
101,KLM5937,DAL676,1465321260.0,1465335960.0,TIST,KJFK,B752,First: Food for sale / Economy: Food for sale,22.0,0.0,153.0
102,AAL6149,BAW2273,1465314000.0,1465342200.0,EGKK,KJFK,,First: Meal / Business: Meal / Economy: Meal,14.0,56.0,227.0
103,KLM6287,DAL1317,1465365000.0,1465378560.0,KDEN,KJFK,B738,First: Refreshments for sale / Economy: Refreshments for sale,16.0,0.0,144.0
104,KLM7103,DAL2230,1465325040.0,1465339500.0,KDEN,KJFK,B738,First: Food for sale / Economy: Food for sale,16.0,0.0,144.0
105,CES3886,VRD416,1465338600.0,1465358340.0,KLAX,KJFK,A320,,8.0,0.0,141.0
106,JBU1818,,1465331100.0,1465350360.0,TTPP,KJFK,A320,,0.0,0.0,150.0
107,DAL1045,AZA604,1465297200.0,1465330200.0,LIMC,KJFK,A330,First: Lunch / Business: Lunch / Economy: Lunch,28.0,21.0,181.0
108,QFA3145,AAL28,1465364700.0,1465384920.0,KLAX,KJFK,,First: Meal / Business: Meal / Economy: Food for sale,10.0,20.0,72.0
109,JBU788,,1465322040.0,1465337640.0,TNCM,KJFK,A320,,0.0,0.0,150.0
110,DAL328,,1465322400.0,1465338540.0,TNCM,KJFK,B752,First: Lunch / Economy: Food for sale,22.0,0.0,153.0
111,AZA5975,DAL401,1465320600.0,1465339500.0,KPDX,KJFK,B763,,0.0,36.0,172.0
112,DAL49,,1465288800.0,1465317840.0,EHAM,KJFK,A333,Business: Lunch / Economy: Lunch,0.0,34.0,264.0
113,HAL2091,JBU54,1465294800.0,1465304460.0,KPBI,KJFK,E190,,0.0,0.0,100.0
114,AFR5544,AZA604,1465297200.0,1465330200.0,LIMC,KJFK,A330,,28.0,21.0,181.0
115,BAW117,,1465284600.0,1465311900.0,EGLL,KJFK,B744,First: Meal / Business: Meal / Economy: Meal,14.0,70.0,215.0
116,DAL47,,1465284600.0,1465314060.0,EHAM,KJFK,B763,Business: Lunch / Economy: Lunch,0.0,36.0,172.0
117,KLM643,,1465312800.0,1465341600.0,EHAM,KJFK,B744,Business: Meal / Economy: Meal,0.0,42.0,233.0
118,ETD3454,RPA4532,1465325400.0,1465331520.0,KRDU,KJFK,E170,,12.0,0.0,64.0
119,BAW1516,AAL101,1465290900.0,1465318800.0,EGLL,KJFK,B772,"First: Lunch, Snack or brunch / Business: Lunch, Snack or brunch / Economy: Lunch, Snack or brunch",16.0,37.0,194.0
120,AAL4194,LOF4194,1465316520.0,1465322040.0,KDCA,KJFK,E145,,0.0,0.0,50.0
121,CSA3018,DAL419,1465288500.0,1465320600.0,LIMC,KJFK,A333,,0.0,34.0,264.0
122,ETD3398,RPA4492,1465309500.0,1465315140.0,KRDU,KJFK,E170,,12.0,0.0,64.0
123,AZA3273,DAL2340,1465304640.0,1465324200.0,KPDX,KJFK,B738,,16.0,0.0,144.0
124,KLM641,,1465299000.0,1465327800.0,EHAM,KJFK,B772,Business: Meal / Economy: Meal,0.0,35.0,283.0
125,AFR8886,DAL1830,1465341300.0,1465357860.0,KSLC,KJFK,B738,First: Dinner / Economy: Food for sale,16.0,0.0,144.0
126,VIR4914,DAL401,1465320600.0,1465339500.0,KPDX,KJFK,B763,Business: Lunch / Economy: Food for sale,0.0,36.0,172.0
127,ETD3025,AAL256,1465328700.0,1465348800.0,KLAX,KJFK,,First: Lunch / Business: Lunch / Economy: Lunch,10.0,20.0,72.0
128,AZA7602,DAL419,1465288500.0,1465320600.0,LIMC,KJFK,A333,,0.0,34.0,264.0
129,CES9878,VRD418,1465360200.0,1465379040.0,KLAX,KJFK,A320,,8.0,0.0,141.0
130,KLM6149,DAL49,1465288800.0,1465317840.0,EHAM,KJFK,A333,Business: Lunch / Economy: Lunch,0.0,34.0,264.0
131,KLM6020,DAL47,1465284600.0,1465314060.0,EHAM,KJFK,B763,Business: Lunch / Economy: Lunch,0.0,36.0,172.0
132,DAL3408,TCF3408,1465292700.0,1465295940.0,KPHL,KJFK,E135,,0.0,0.0,50.0
133,JAI8003,DAL49,1465288800.0,1465317840.0,EHAM,KJFK,A333,Business: Lunch / Economy: Lunch,0.0,34.0,264.0
134,AAL4404,RPA4404,1465342200.0,1465347420.0,KDCA,KJFK,E170,,12.0,0.0,64.0
135,AAL199,,1465287900.0,1465320900.0,LIMC,KJFK,B763,"Business: Lunch, Snack or brunch / Economy: Lunch, Snack or brunch",0.0,30.0,195.0
136,BAW175,,1465288800.0,1465315800.0,EGLL,KJFK,B744,First: Meal / Business: Meal / Economy: Meal,14.0,70.0,215.0
137,VIR4850,DAL2340,1465304640.0,1465324200.0,KPDX,KJFK,B738,First: Food for sale / Economy: Food for sale,16.0,0.0,144.0
138,JAI8002,DAL47,1465284600.0,1465314060.0,EHAM,KJFK,B763,Business: Lunch / Economy: Lunch,0.0,36.0,172.0
139,AFR8861,DAL401,1465320600.0,1465339500.0,KPDX,KJFK,B763,Business: Lunch / Economy: Food for sale,0.0,36.0,172.0
140,VIR3402,DAL1787,1465314720.0,1465324800.0,KPBI,KJFK,A320,First: Refreshments for sale / Economy: Refreshments for sale,12.0,0.0,138.0
141,DAL9358,KLM643,1465312800.0,1465341600.0,EHAM,KJFK,B744,Business: Dinner / Economy: Dinner,0.0,42.0,233.0
142,UAE205,,1465308600.0,1465340400.0,LIMC,KJFK,A388,First: Meal / Business: Meal / Economy: Meal,14.0,76.0,426.0
143,TAM2226,RPA4532,1465325400.0,1465331520.0,KRDU,KJFK,E170,,12.0,0.0,64.0
144,DAL9348,KLM641,1465299000.0,1465327800.0,EHAM,KJFK,B772,Business: Lunch / Economy: Lunch,0.0,35.0,283.0
145,FIN5431,BAW2273,1465314000.0,1465342200.0,EGKK,KJFK,,First: Meal / Business: Meal / Economy: Meal,14.0,56.0,227.0
146,JAI8806,KLM643,1465312800.0,1465341600.0,EHAM,KJFK,B744,Business: Meal / Economy: Meal,0.0,42.0,233.0
147,VIR4712,TCF3403,1465314420.0,1465319340.0,KRIC,KJFK,E135,,0.0,0.0,50.0
148,AAL4627,RPA4627,1465322340.0,1465327140.0,KDCA,KJFK,E170,,12.0,0.0,64.0
149,AZA604,,1465297200.0,1465330200.0,LIMC,KJFK,A330,,28.0,21.0,181.0
150,QFA3089,AAL10,1465359300.0,1465379580.0,KLAX,KJFK,,First: Meal / Business: Meal / Economy: Food for sale,10.0,20.0,72.0
151,AFR7085,DAL2340,1465304640.0,1465324200.0,KPDX,KJFK,B738,First: Breakfast / Economy: Food for sale,16.0,0.0,144.0
152,JAI8805,KLM641,1465299000.0,1465327800.0,EHAM,KJFK,B772,Business: Meal / Economy: Meal,0.0,35.0,283.0
153,CES3888,VRD420,1465365900.0,1465385400.0,KLAX,KJFK,A320,,8.0,0.0,141.0
154,ELY8777,JBU1206,1465369140.0,1465388040.0,KPDX,KJFK,A320,Economy: No meal,0.0,0.0,150.0
155,BWA526,,1465334700.0,1465356300.0,SYCJ,KJFK,B738,First: Dinner / Economy: Dinner,16.0,0.0,138.0
156,DAL419,,1465288500.0,1465320600.0,LIMC,KJFK,A333,Business: Lunch / Economy: Lunch,0.0,34.0,264.0
157,QFA3087,AAL180,1465344000.0,1465364220.0,KLAX,KJFK,,First: Meal / Business: Meal / Economy: Food for sale,10.0,20.0,72.0
158,UAE6184,JBU1206,1465369140.0,1465388040.0,KPDX,KJFK,A320,,0.0,0.0,150.0
159,IBE4024,AAL44,1465310100.0,1465329660.0,KSEA,KJFK,B738,,16.0,0.0,134.0
160,AOG402,,1465328700.0,1465351320.0,SYCJ,KJFK,,Economy: Meal,0.0,0.0,210.0
161,BER672,RPA4532,1465325400.0,1465331520.0,KRDU,KJFK,E170,First: Food for sale / Economy: Food for sale,12.0,0.0,64.0
162,AAL4586,RPA4586,1465307340.0,1465311720.0,KDCA,KJFK,E170,,12.0,0.0,64.0
163,BAW173,,1465294800.0,1465322100.0,EGLL,KJFK,B744,First: Meal / Business: Meal / Economy: Meal,14.0,70.0,215.0
164,DAL3793,FLG3793,1465343100.0,1465354080.0,KMSY,KJFK,CRJ9,Business: Dinner / Economy: Dinner,0.0,12.0,64.0
165,SAA7371,JBU1206,1465369140.0,1465388040.0,KPDX,KJFK,A320,,0.0,0.0,150.0
166,UAE6858,JBU1562,1465283760.0,1465302600.0,TBPB,KJFK,A320,,0.0,0.0,150.0
167,DAL3694,FLG3694,1465333800.0,1465339380.0,KDCA,KJFK,CRJ9,,0.0,12.0,64.0
168,WJA6327,TCF3357,1465291440.0,1465297920.0,CYQB,KJFK,E135,,0.0,0.0,50.0
169,VIR2915,TCF3394,1465298700.0,1465303500.0,KRIC,KJFK,E135,,0.0,0.0,50.0
170,WJA6321,TCF3383,1465321860.0,1465328340.0,CYQB,KJFK,E135,,0.0,0.0,50.0
171,FIN5692,RPA4532,1465325400.0,1465331520.0,KRDU,KJFK,E170,,12.0,0.0,64.0
172,AZA3164,DAL1787,1465314720.0,1465324800.0,KPBI,KJFK,A320,,12.0,0.0,138.0
173,CSN1916,VRD412,1465331400.0,1465351200.0,KLAX,KJFK,A320,First: Dinner / Economy: Dinner,8.0,0.0,141.0
174,DAL3818,FLG3818,1465300500.0,1465311720.0,KMSY,KJFK,CRJ9,Business: Breakfast / Economy: Breakfast,0.0,12.0,64.0
175,QTR4110,JBU1206,1465369140.0,1465388040.0,KPDX,KJFK,A320,,0.0,0.0,150.0
176,DAL3655,FLG3655,1465312080.0,1465316940.0,KDCA,KJFK,CRJ9,,0.0,12.0,64.0
177,JBU76,,1465307880.0,1465318740.0,KMSY,KJFK,A320,,0.0,0.0,150.0
178,JBU776,,1465297200.0,1465307940.0,KMSY,KJFK,A320,,0.0,0.0,150.0
179,ETD8352,JBU1206,1465369140.0,1465388040.0,KPDX,KJFK,A320,,0.0,0.0,150.0
180,JBU576,,1465337400.0,1465348620.0,KMSY,KJFK,E190,,0.0,0.0,100.0
181,DAL690,,1465315140.0,1465326240.0,KMSY,KJFK,A319,First: Lunch / Economy: Lunch,12.0,0.0,114.0
182,KLM5745,TCF3357,1465291440.0,1465297920.0,CYQB,KJFK,E135,,0.0,0.0,50.0
183,BAW2378,AAL172,1465318800.0,1465339140.0,KLAX,KJFK,,First: Lunch / Business: No meal / Economy: No meal,10.0,20.0,72.0
184,KLM6805,TCF6011,1465321860.0,1465328340.0,CYQB,KJFK,E135,,0.0,0.0,50.0
185,CPA7627,RPA4492,1465309500.0,1465315140.0,KRDU,KJFK,E170,,12.0,0.0,64.0
186,ETD8390,JBU76,1465307880.0,1465318740.0,KMSY,KJFK,A320,,0.0,0.0,150.0
187,DAL401,,1465320600.0,1465339500.0,KPDX,KJFK,B763,Business: Lunch / Economy: Food for sale,0.0,36.0,172.0
188,ETD8241,JBU776,1465297200.0,1465307940.0,KMSY,KJFK,A320,,0.0,0.0,150.0
189,QTR4098,JBU76,1465307880.0,1465318740.0,KMSY,KJFK,A320,,0.0,0.0,150.0
190,SIA1484,JBU76,1465307880.0,1465318740.0,KMSY,KJFK,A320,,0.0,0.0,150.0
191,AFR2125,DAL741,1465318800.0,1465335600.0,KSLC,KJFK,B738,First: Lunch / Economy: Food for sale,16.0,0.0,144.0
192,DAL2340,,1465304640.0,1465324200.0,KPDX,KJFK,B738,First: Breakfast / Economy: Food for sale,16.0,0.0,144.0
193,JAL5837,JBU776,1465297200.0,1465307940.0,KMSY,KJFK,A320,,0.0,0.0,150.0
194,DAL984,,1465347000.0,1465355700.0,KATL,KJFK,A320,First: Refreshments / Economy: Refreshments,12.0,0.0,138.0
195,UAE6888,JBU76,1465307880.0,1465318740.0,KMSY,KJFK,A320,,0.0,0.0,150.0
196,VIR4886,TCF3357,1465291440.0,1465297920.0,CYQB,KJFK,E135,,0.0,0.0,50.0
197,BAW177,,1465301400.0,1465329000.0,EGLL,KJFK,B744,First: Meal / Business: Meal / Economy: Meal,14.0,70.0,215.0
198,VIR4688,TCF3383,1465321860.0,1465328340.0,CYQB,KJFK,E135,,0.0,0.0,50.0
199,IBE4553,ENY3307,1465317900.0,1465324440.0,KCMH,KJFK,E145,,0.0,0.0,50.0
200,ASA1032,AAL44,1465310100.0,1465329660.0,KSEA,KJFK,B738,First: Breakfast / Economy: Food for sale,16.0,0.0,134.0
201,JBU1206,,1465369140.0,1465388040.0,KPDX,KJFK,A320,,0.0,0.0,150.0
202,UAE6886,JBU576,1465337400.0,1465348620.0,KMSY,KJFK,E190,,0.0,0.0,100.0
203,DAL2301,,1465293600.0,1465297920.0,KDCA,KJFK,,,12.0,0.0,98.0
204,CPA7516,RPA4697,1465293060.0,1465299000.0,KRDU,KJFK,E170,,12.0,0.0,64.0
205,AFR9043,TCF6011,1465321860.0,1465328340.0,CYQB,KJFK,E135,,0.0,0.0,50.0
206,DAL4094,FLG4094,1465314960.0,1465323660.0,KJAX,KJFK,CRJ9,Business: Refreshments / Economy: Refreshments,0.0,12.0,64.0
207,CSN1918,VRD418,1465360200.0,1465379040.0,KLAX,KJFK,A320,First: Complimentary Alcohol / Economy: Complimentary Alcohol,8.0,0.0,141.0
208,IBE4873,BAW2273,1465314000.0,1465342200.0,EGKK,KJFK,,,14.0,56.0,227.0
209,RAM9607,JBU76,1465307880.0,1465318740.0,KMSY,KJFK,A320,,0.0,0.0,150.0
210,AFR8702,DAL212,1465291800.0,1465323600.0,LFMN,KJFK,B764,Business: Lunch / Economy: Lunch,0.0,40.0,206.0
211,AAL104,,1465335180.0,1465340400.0,KDCA,KJFK,B738,,16.0,0.0,134.0
212,ELY8683,JBU76,1465307880.0,1465318740.0,KMSY,KJFK,A320,Economy: No meal,0.0,0.0,150.0
213,ELY8681,JBU576,1465337400.0,1465348620.0,KMSY,KJFK,E190,Economy: No meal,0.0,0.0,100.0
214,DAL212,,1465291800.0,1465323600.0,LFMN,KJFK,B764,Business: Lunch / Economy: Lunch,0.0,40.0,206.0
215,VIR4666,FLG3793,1465343100.0,1465354080.0,KMSY,KJFK,CRJ9,Business: Dinner / Economy: Refreshments for sale,0.0,12.0,64.0
216,BAW1506,AAL105,1465308900.0,1465337100.0,EGLL,KJFK,B772,"First: Lunch, Snack or brunch / Business: Lunch, Snack or brunch / Economy: Lunch, Snack or brunch",16.0,37.0,194.0
217,AZA3165,BTI3357,1465291440.0,1465297920.0,CYQB,KJFK,E135,,0.0,0.0,50.0
218,EAQ4640,RPA4532,1465325400.0,1465331520.0,KRDU,KJFK,E170,First: No meal / Economy: No meal,12.0,0.0,64.0
219,AZA5982,BTI6011,1465321860.0,1465328340.0,CYQB,KJFK,E135,,0.0,0.0,50.0
220,EAQ4637,RPA4492,1465309500.0,1465315140.0,KRDU,KJFK,E170,First: No meal / Economy: No meal,12.0,0.0,64.0
221,DAL420,,1465316100.0,1465324380.0,KATL,KJFK,B738,First: Lunch / Economy: No meal,16.0,0.0,144.0
222,VIR4672,FLG3818,1465300500.0,1465311720.0,KMSY,KJFK,CRJ9,Business: Breakfast / Economy: Refreshments for sale,0.0,12.0,64.0
223,BAW115,,1465306200.0,1465334400.0,EGLL,KJFK,B744,First: Meal / Business: Meal / Economy: Meal,14.0,70.0,215.0
224,AFR2735,FLG3694,1465333800.0,1465339380.0,KDCA,KJFK,CRJ9,,0.0,12.0,64.0
225,AZA3330,FLG3793,1465343100.0,1465354080.0,KMSY,KJFK,CRJ9,,0.0,12.0,64.0
226,JBU560,,1465310700.0,1465324140.0,MKJP,KJFK,A320,,0.0,0.0,150.0
227,BWA17,,1465345500.0,1465359000.0,MKJP,KJFK,B738,First: Dinner / Economy: Dinner,16.0,0.0,138.0
