terminal,zipcode,passenger_count,trip_distance,duration,total_ex_tip,N
B,11233,1.8790560472,11.4674336283,2335.81710914,0.0,339
B,11234,1.72413793103,18.5966206897,2722.37931034,0.0,145
B,11235,1.52380952381,21.7507619048,2875.61904762,0.0,105
B,11236,1.51298701299,15.1857142857,2984.6038961,0.0,154
B,11237,1.62050359712,8.22517985612,1661.22661871,0.0,556
B,11238,1.67027417027,10.1841702742,2352.68614719,0.0,1386
B,11239,1.53846153846,13.9561538462,1945.73076923,0.0,26
B,11249,1.65240174672,7.76958078603,1520.64366812,0.0,1145
B,11251,1.375,8.91625,2019.875,0.0,16
B,11354,1.73569198751,4.19528616025,1055.88345473,0.0,961
B,11355,1.79718309859,4.83735211268,1402.52957746,0.0,355
B,11356,1.58709677419,5.86103225806,997.941935484,0.0,155
B,11357,1.67586206897,6.20972413793,1251.62068966,0.0,290
B,11358,1.64705882353,6.56705882353,2069.07058824,0.0,170
B,11359,1.33333333333,7.63333333333,933.666666667,0.0,3
B,11360,1.79577464789,8.27401408451,1069.65492958,0.0,142
B,11361,1.69832402235,9.50648044693,1219.39106145,0.0,179
B,11362,1.49367088608,11.3408860759,1396.2278481,0.0,79
B,11363,1.72222222222,11.72,1499.63888889,0.0,36
B,11364,1.65454545455,9.67563636364,1231.96363636,0.0,110
B,11365,1.58113207547,7.16573584906,1050.67924528,0.0,265
B,11366,1.77631578947,7.96171052632,1415.56578947,0.0,76
B,11367,1.60724233983,6.16899721448,1003.03064067,0.0,359
B,11368,1.70080862534,3.45630727763,1165.09838275,0.0,742
B,11369,1.67482517483,1.46839160839,467.452214452,0.0,858
B,11371,1.62620889749,2.52650870406,636.645067698,0.0,2068
B,11372,1.68004338395,2.60531453362,959.214750542,0.0,922
B,11373,1.79530201342,4.04922818792,1416.12080537,0.0,596
B,11374,1.64736842105,5.28071052632,951.915789474,0.0,380
B,11375,1.70829170829,5.41746253746,866.006993007,0.0,1001
B,11377,1.64405426975,3.87166001596,1035.62889066,0.0,1253
B,11378,1.51082251082,5.75480519481,1077.26406926,0.0,231
B,11379,1.90540540541,6.48662162162,1144.15540541,0.0,148
B,11385,1.75114155251,8.28885844749,1634.20776256,0.0,438
B,11411,1.81818181818,13.8290909091,1766.61363636,0.0,44
B,11412,1.64556962025,10.9625316456,1584.05063291,0.0,79
B,11413,1.40952380952,13.4116190476,1760.13333333,0.0,105
B,11414,2.09756097561,12.3663414634,1808.3902439,0.0,41
B,11415,1.76023391813,6.47485380117,2008.56140351,0.0,171
B,11416,1.875,9.5455,3589.125,0.0,40
B,11417,1.41818181818,10.7272727273,1839.76363636,0.0,55
B,11418,1.6,7.53064285714,1275.25,0.0,140
B,11419,1.64516129032,8.23591397849,2335.01075269,0.0,93
B,11420,2.1156462585,9.83380952381,1515.29251701,0.0,147
B,11421,1.83146067416,9.11460674157,1527.83146067,0.0,89
B,11422,1.70769230769,14.4506153846,1923.12307692,0.0,65
B,11423,1.46428571429,9.31380952381,1235.02380952,0.0,84
B,11426,1.67058823529,12.5564705882,1440.27058824,0.0,85
B,11427,1.69736842105,10.3507894737,1303.02631579,0.0,76
B,11428,1.42105263158,10.9094736842,1382.71052632,0.0,38
B,11429,1.46666666667,12.1641666667,1564.2,0.0,60
B,11430,1.73614363778,12.1453317721,1870.14285714,0.0,1281
B,11432,1.68787878788,7.86615151515,1170.13030303,0.0,330
B,11433,1.95180722892,9.0186746988,1518.25301205,0.0,83
B,11434,1.72811059908,11.0542396313,1565.58986175,0.0,217
B,11435,1.68224299065,7.34294392523,1359.92523364,0.0,428
B,11436,1.44594594595,9.86452702703,1601.15540541,0.0,148
B,11691,1.6511627907,16.9990697674,2561.46511628,0.0,43
B,11692,1.93333333333,20.57,2762.66666667,0.0,15
B,11694,1.92307692308,19.6538461538,2582.76923077,0.0,13
B,11697,1.33333333333,21.7833333333,2785.66666667,0.0,6
B,,1.6253591954,13.5297772989,2078.56824713,0.0,5568
C_and_D,83,1.8284789644,10.4196655879,2528.40237325,0.0,927
C_and_D,10001,1.7349009901,10.6900272277,2527.67821782,0.0,4040
C_and_D,10002,1.70608108108,11.0253547297,2007.28040541,0.0,1184
C_and_D,10003,1.63792029888,10.8519582814,2158.11488169,0.0,3212
C_and_D,10005,1.65885947047,14.3324338086,2439.30346232,0.0,982
C_and_D,10006,1.70266272189,15.1283579882,2488.9112426,0.0,676
C_and_D,10007,1.62998266898,14.3378422877,2655.67850953,0.0,1154
C_and_D,10009,1.60409057706,10.9769393718,2002.82176771,0.0,1369
C_and_D,10010,1.66627218935,10.4616015779,2049.55345168,0.0,2535
C_and_D,10011,1.69217451524,11.3090477839,2433.06405817,0.0,2888
C_and_D,10012,1.62414056532,11.6217417876,2386.13521772,0.0,1309
C_and_D,10013,1.71143122677,13.0050929368,2926.38475836,0.0,2152
C_and_D,10014,1.67124070898,12.0778616352,2608.0102916,0.0,1749
C_and_D,10016,1.70622286541,9.81647692555,2082.63627593,0.0,6219
C_and_D,10017,1.68024596464,10.28515629,2156.16167051,0.0,7806
C_and_D,10018,1.77479492916,10.5261496396,2709.15734526,0.0,4023
C_and_D,10019,1.76638230055,11.1466326052,2777.53529577,0.0,10667
C_and_D,10020,1.58620689655,11.2733855799,2876.95924765,0.0,319
C_and_D,10021,1.68510294711,9.58324182479,1879.69075495,0.0,2477
C_and_D,10022,1.70068108496,10.4225725893,2227.60258095,0.0,8369
C_and_D,10023,1.6847144272,10.9622845824,2515.93892374,0.0,3029
C_and_D,10024,1.71546961326,10.2260299921,2250.88555643,0.0,2534
C_and_D,10025,1.68774703557,9.50126921388,1943.94466403,0.0,2277
C_and_D,10026,1.65550239234,8.16830940989,1877.55661882,0.0,627
C_and_D,10027,1.71868131868,8.06594505495,1871.49230769,0.0,910
