terminal,zipcode,passenger_count,trip_distance,duration,total_ex_tip,N
C_and_D,10107,2.5,9.73,2451.75,0.0,4
C_and_D,10110,1.5,10.6033333333,2386.16666667,0.0,6
C_and_D,10111,1.63461538462,10.5519230769,2225.80769231,0.0,52
C_and_D,10112,1.67796610169,10.8125423729,2447.10169492,0.0,59
C_and_D,10115,1.0,8.4,2273.0,0.0,1
C_and_D,10118,1.60869565217,9.93826086957,1958.82608696,0.0,23
C_and_D,10119,1.75,11.546875,7542.3125,0.0,16
C_and_D,10120,1.0,9.26,3169.0,0.0,1
C_and_D,10121,1.59677419355,10.9041129032,2297.52419355,0.0,124
C_and_D,10122,2.0,10.8,2541.8,0.0,5
C_and_D,10123,5.0,12.42,3725.0,0.0,1
C_and_D,10128,1.6385209713,8.59559050773,1368.78918322,0.0,1812
C_and_D,10151,1.25,10.3325,2253.25,0.0,4
C_and_D,10152,1.75609756098,10.7495121951,4172.90243902,0.0,41
C_and_D,10153,1.95833333333,10.0329166667,2114.41666667,0.0,24
C_and_D,10154,2.03846153846,10.4321153846,1932.875,0.0,104
C_and_D,10162,1.71428571429,9.49571428571,1180.0,0.0,7
C_and_D,10165,1.21621621622,10.5078378378,1859.81081081,0.0,37
C_and_D,10166,1.65714285714,10.2854285714,1798.88571429,0.0,35
C_and_D,10167,1.69090909091,10.3938181818,1794.52727273,0.0,55
C_and_D,10168,1.7,10.8756,1920.9,0.0,50
C_and_D,10169,1.51851851852,10.3385185185,1974.92592593,0.0,27
C_and_D,10170,1.51612903226,10.555483871,4404.96774194,0.0,31
C_and_D,10171,1.40625,10.7059375,4355.09375,0.0,32
C_and_D,10172,1.52112676056,10.3302816901,1797.52112676,0.0,71
C_and_D,10173,1.84210526316,10.7163157895,1848.31578947,0.0,19
C_and_D,10174,1.85714285714,10.3273214286,2519.75,0.0,56
C_and_D,10175,1.57142857143,12.8485714286,1737.28571429,0.0,7
C_and_D,10176,1.25,10.47875,2324.25,0.0,8
C_and_D,10178,1.2,9.882,1894.86666667,0.0,30
C_and_D,10203,2.0,15.05,2669.16666667,0.0,6
C_and_D,10280,1.69574944072,14.8948098434,2137.01118568,0.0,447
C_and_D,10281,1.72897196262,15.0457476636,2452.21495327,0.0,214
C_and_D,10282,1.66596638655,15.1317647059,2553.13235294,0.0,476
C_and_D,10285,1.75,15.0516666667,2161.0,0.0,24
C_and_D,10451,2.33333333333,8.19111111111,1261.77777778,0.0,9
C_and_D,10452,1.0,7.98,838.0,0.0,1
C_and_D,10453,1.0,10.07,1004.5,0.0,2
C_and_D,10454,1.83333333333,7.135,920.666666667,0.0,6
C_and_D,10455,1.0,7.935,1909.0,0.0,2
C_and_D,10456,2.0,9.02333333333,1903.33333333,0.0,3
C_and_D,10461,1.0,9.47,1184.0,0.0,1
C_and_D,10462,1.5,10.7,1352.5,0.0,2
C_and_D,10465,1.0,6.1,599.0,0.0,1
C_and_D,11101,1.66771159875,7.04197492163,1339.1661442,0.0,319
C_and_D,11102,1.72307692308,4.51076923077,703.584615385,0.0,130
C_and_D,11103,1.62831858407,4.25415929204,652.539823009,0.0,113
C_and_D,11104,1.64893617021,5.88425531915,1033.71276596,0.0,94
C_and_D,11105,1.44927536232,4.40043478261,760.492753623,0.0,69
C_and_D,11106,1.65492957746,5.09401408451,1413.0915493,0.0,142
C_and_D,11109,1.92857142857,8.15071428571,959.0,0.0,14
C_and_D,11201,1.68061674009,11.0090748899,1903.62555066,0.0,454
C_and_D,11203,3.0,15.025,2830.0,0.0,2
C_and_D,11205,2.10526315789,10.8626315789,1593.42105263,0.0,19
C_and_D,11206,1.45454545455,11.2663636364,1718.09090909,0.0,11
C_and_D,11207,2.0,10.8633333333,1329.0,0.0,3
C_and_D,11209,1.5,17.225,3241.5,0.0,2
C_and_D,11211,1.86567164179,9.29358208955,1531.89552239,0.0,67
C_and_D,11212,1.0,12.3,2386.0,0.0,1
C_and_D,11213,1.0,12.18,1741.66666667,0.0,3
C_and_D,11215,1.34782608696,12.8543478261,1875.17391304,0.0,23
C_and_D,11216,1.78571428571,10.9064285714,1585.14285714,0.0,14
C_and_D,11217,1.30487804878,12.1617073171,1748.09756098,0.0,82
C_and_D,11218,1.14285714286,15.3657142857,2405.42857143,0.0,7
C_and_D,11221,1.0,9.4375,2516.25,0.0,4
C_and_D,11222,1.33333333333,8.31454545455,1329.21212121,0.0,33
C_and_D,11223,5.0,18.46,4498.0,0.0,1
C_and_D,11225,2.0,12.9385714286,2076.42857143,0.0,7
C_and_D,11226,1.0,14.03,1699.5,0.0,2
C_and_D,11230,1.0,22.1,4757.0,0.0,1
C_and_D,11232,1.0,14.29,1820.0,0.0,2
C_and_D,11233,1.5,12.445,1781.0,0.0,2
C_and_D,11234,1.0,17.4,3055.0,0.0,1
C_and_D,11235,1.0,30.2,2214.0,0.0,1
C_and_D,11237,1.66666666667,11.4233333333,1997.0,0.0,3
C_and_D,11238,1.0,11.35,1894.15384615,0.0,13
C_and_D,11239,1.0,12.23,1276.0,0.0,1
C_and_D,11249,2.05,9.3545,1863.35,0.0,20
C_and_D,11354,1.21212121212,0.976212121212,262.477272727,0.0,132
C_and_D,11355,2.11111111111,4.22888888889,667.666666667,0.0,9
C_and_D,11356,1.0,2.3975,554.0,0.0,4
C_and_D,11357,2.0,2.355,365.0,0.0,4
C_and_D,11360,1.33333333333,3.06666666667,442.333333333,0.0,3
C_and_D,11361,1.33333333333,5.05666666667,466.166666667,0.0,6
C_and_D,11362,3.0,1.56,211.0,0.0,3
C_and_D,11363,4.0,0.0,12.5,0.0,2
C_and_D,11364,1.0,5.3,847.0,0.0,2
C_and_D,11365,1.0,2.5,304.0,0.0,1
C_and_D,11367,1.0,4.8,627.0,0.0,2
C_and_D,11368,1.23553719008,3.92495867769,896.20661157,0.0,242
C_and_D,11369,1.62105263158,3.10010526316,592.147368421,0.0,95
C_and_D,11371,1.66187739464,4.25797573436,697.924968072,0.0,3132
